,company_country,company_revenue,company_name
5831,USA,280000000.0,Nkarta
5832,USA,280000000.0,Kinnate Biopharma
5833,USA,280000000.0,NI Holdings
5834,USA,280000000.0,Timberland Bancorp
5835,USA,280000000.0,Unity Bancorp
5836,India,280000000.0,India Glycols
5837,USA,270000000.0,Sonder Holdings
5838,USA,270000000.0,Lands' End
5839,USA,270000000.0,Aeva Technologies
5840,Poland,270000000.0,People Can Fly
5841,Switzerland,270000000.0,ADC Therapeutics
5842,India,270000000.0,SpiceJet
5843,USA,270000000.0,Park Aerospace
5844,USA,270000000.0,Rubicon Technologies
5845,China,270000000.0,Fire Rock
5846,India,270000000.0,Neuland Laboratories
5847,India,270000000.0,Electrosteel Castings
5848,Japan,270000000.0,SRA Holdings
5849,China,270000000.0,FriendTimes
5850,India,270000000.0,Arvind
5851,India,270000000.0,Rupa Company
5852,USA,270000000.0,The Honest Company
5853,USA,270000000.0,J.Jill
5854,India,270000000.0,Prime Focus
5855,USA,270000000.0,Ur Energy
5856,USA,270000000.0,NACCO Industries
5857,USA,270000000.0,Foghorn Therapeutics
5858,India,270000000.0,Sify
5859,S. Korea,270000000.0,Air Busan
5860,USA,270000000.0,Ranger Energy Services
5861,Canada,260000000.0,PolyMet
5862,USA,260000000.0,Voyager Therapeutics
5863,France,260000000.0,Innate Pharma
5864,USA,260000000.0,Performant Financial
5865,USA,260000000.0,Outlook Therapeutics
5866,USA,260000000.0,Genie Energy
5867,USA,260000000.0,Daseke
5868,USA,260000000.0,Tillys
5869,India,260000000.0,Confidence Petroleum
5870,USA,260000000.0,Chicago Atlantic Real Estate Finance
5871,USA,260000000.0,Hovnanian Enterprises
5872,USA,260000000.0,Full House Resorts
5873,USA,260000000.0,LiveVox
5874,India,260000000.0,Honda Siel Power Products
5875,USA,260000000.0,Dakota Gold
5876,USA,260000000.0,G1 Therapeutics
5877,India,260000000.0,Sequent Scientific
5878,USA,260000000.0,Workhorse Group
5879,Canada,260000000.0,Nouveau Monde Graphite
5880,USA,260000000.0,F45 Training
5881,USA,260000000.0,Holley
5882,USA,260000000.0,Overseas Shipholding Group
5883,Canada,260000000.0,enCore Energy
5884,USA,260000000.0,Noodles & Company
5885,USA,260000000.0,DHI Group
5886,USA,260000000.0,Kimball International
5887,Austria,250000000.0,Addiko Bank
5888,USA,250000000.0,First Western Financial
5889,USA,250000000.0,Landec
5890,USA,250000000.0,Stellus Capital
5891,South Africa,250000000.0,Lesaka Technologies
5892,China,250000000.0,GigaCloud Technology
5893,USA,250000000.0,SKYX Platforms
5894,Canada,250000000.0,OrganiGram Holdings
5895,USA,250000000.0,First Guaranty Bancshares
5896,USA,250000000.0,Tactile Medical
5897,India,250000000.0,Somany Ceramics
5898,India,250000000.0,Puravankara
5899,USA,250000000.0,Eastman Kodak Company
5900,France,250000000.0,Nacon
5901,USA,250000000.0,tinyBuild
5902,India,250000000.0,Time Technoplast
5903,USA,250000000.0,GrowGeneration
5904,Netherlands,250000000.0,ProQR
5905,India,250000000.0,Accelya
5906,India,250000000.0,RattanIndia Power
5907,India,250000000.0,Gulf Oil Lubricants
5908,USA,250000000.0,American Public Education
5909,Peru,250000000.0,Aenza
5910,USA,250000000.0,XOMA
5911,USA,250000000.0,Pure Cycle (water)
5912,USA,250000000.0,Third Coast Bancshares
5913,USA,250000000.0,Groupon
5914,USA,250000000.0,Eargo
5915,USA,250000000.0,LianBio
5916,USA,250000000.0,Radiant Logistics
5917,India,250000000.0,Jagran Prakashan
5918,USA,250000000.0,Actinium Pharmaceuticals
5919,USA,250000000.0,Upland Software
5920,USA,250000000.0,HireQuest
5921,Sweden,250000000.0,Enad Global 7
5922,India,250000000.0,Gati
5923,Canada,250000000.0,Uranium Royalty
5924,USA,250000000.0,Kaltura
5925,India,250000000.0,MSTC Limited
5926,USA,250000000.0,Alpine Income Property Trust
5927,China,240000000.0,Zengame Technology
5928,India,240000000.0,VA Tech Wabag
5929,China,240000000.0,Homeland Interactive Technology
5930,Mexico,240000000.0,Betterware de Mexico
5931,USA,240000000.0,Focus Universal
5932,Canada,240000000.0,TransGlobe Energy
5933,USA,240000000.0,Solo Brands
5934,USA,240000000.0,Parke Bancorp
5935,USA,240000000.0,Oil-Dri Corporation Of America
5936,India,240000000.0,Cantabil Retail India
5937,USA,240000000.0,Orrstown Financial Services
5938,Austria,240000000.0,Fabasoft
5939,India,240000000.0,Sundaram Finance
5940,USA,240000000.0,BayCom (United Business Bank)
5941,USA,240000000.0,Central Valley Community Bancorp
5942,USA,240000000.0,Immersion Corporation
5943,USA,240000000.0,Blade Air Mobility
5944,USA,240000000.0,SEACOR Marine
5945,USA,240000000.0,Motorcar Parts of America
5946,India,240000000.0,Subros
5947,USA,240000000.0,Southern States Bancshares
5948,India,240000000.0,Apollo Pipes
5949,USA,240000000.0,Ocwen
5950,India,240000000.0,Vadilal Industries
5951,India,240000000.0,Hindustan Sanitaryware & Industries
5952,USA,240000000.0,Willdan Group
5953,USA,240000000.0,Vuzix
5954,India,240000000.0,Hyderabad Industries Limited
5955,USA,240000000.0,Vicarious Surgical
5956,USA,240000000.0,Acrivon Therapeutics
5957,USA,240000000.0,Bank7
5958,USA,240000000.0,Ponce Financial Group
5959,USA,240000000.0,Backblaze
5960,India,240000000.0,MM Forgings
5961,USA,240000000.0,Aytu BioScience
5962,USA,240000000.0,Quantum-Si
5963,India,240000000.0,Force Motors
5964,Thailand,230000000.0,Asiasoft
5965,USA,230000000.0,TrueCar
5966,USA,230000000.0,Quad
5967,USA,230000000.0,Markforged
5968,USA,230000000.0,Skillsoft
5969,India,230000000.0,NACL Industries
5970,India,230000000.0,Vst Tillers Tractors
5971,Russia,230000000.0,Cian
5972,USA,230000000.0,Emerald Holding
5973,USA,230000000.0,Urban One
5974,USA,230000000.0,The Container Store
5975,Canada,230000000.0,IsoEnergy
5976,USA,230000000.0,Commercial Vehicle Group (CVG)
5977,Israel,230000000.0,Cognyte Software
5978,USA,230000000.0,Humacyte
5979,France,230000000.0,Eurobio Scientific
5980,USA,230000000.0,Atlas Technical Consultants
5981,USA,230000000.0,Information Services Group
5982,USA,230000000.0,Rent the Runway
5983,Switzerland,230000000.0,Molecular Partners
5984,USA,230000000.0,Brightcove
5985,India,230000000.0,Jain Irrigation Systems
5986,USA,230000000.0,908 Devices
5987,USA,230000000.0,AirSculpt Technologies
5988,USA,230000000.0,ZimVie
5989,Israel,230000000.0,Alpha Tau Medical
5990,India,230000000.0,Filatex India
5991,USA,230000000.0,TELA Bio
5992,USA,230000000.0,Marinus Pharmaceuticals
5993,USA,220000000.0,Homepoint
5994,USA,220000000.0,Semler Scientific
5995,USA,220000000.0,Zomedica Pharmaceuticals
5996,USA,220000000.0,First Internet Bancorp
5997,USA,220000000.0,AMMO
5998,USA,220000000.0,Territorial Bancorp
5999,USA,220000000.0,Annexon
6000,USA,220000000.0,Rallybio
6001,USA,220000000.0,HF Foods Group
6002,India,220000000.0,Texmaco Rail & Engineering
6003,USA,220000000.0,Codorus Valley Bancorp
6004,Japan,220000000.0,Maruzen
6005,Hong Kong,220000000.0,Prenetics
6006,USA,220000000.0,Nerdy
6007,USA,220000000.0,Absci
6008,India,220000000.0,Vidhi Specialty Food
6009,USA,220000000.0,Lineage Cell Therapeutics
6010,Cayman Islands,220000000.0,Consolidated Water
6011,USA,220000000.0,ORIC Pharmaceuticals
6012,USA,220000000.0,Weyco Group
6013,Canada,220000000.0,TMC the metals company
6014,Israel,220000000.0,Caesarstone
6015,Poland,220000000.0,Ten Square Games
6016,Japan,220000000.0,Akatsuki Inc
6017,USA,220000000.0,Community Financial Corporation
6018,USA,220000000.0,CompX International
6019,USA,220000000.0,Nautilus Biotechnology
6020,South Africa,220000000.0,Absa Bank
6021,USA,220000000.0,RGC Resources
6022,USA,220000000.0,Alto Ingredients
6023,India,220000000.0,Gallantt Ispat
6024,USA,220000000.0,Century Casinos
6025,Israel,220000000.0,Arbe Robotics
6026,Australia,220000000.0,Appen
6027,Italy,220000000.0,GEOX
6028,USA,220000000.0,Bankwell Financial Group
6029,USA,220000000.0,Prelude Therapeutics
6030,Hong Kong,220000000.0,Troops
6031,India,220000000.0,Alembic Limited
6032,USA,210000000.0,Limoneira
6033,USA,210000000.0,Vaxxinity
6034,USA,210000000.0,Hooker Furniture
6035,USA,210000000.0,Middlefield Banc
6036,USA,210000000.0,Skillz
6037,USA,210000000.0,Greenhill
6038,USA,210000000.0,Landsea Homes
6039,India,210000000.0,Hindustan Oil Exploration Company
6040,USA,210000000.0,scPharmaceuticals
6041,India,210000000.0,CARE's Ratings
6042,Sweden,210000000.0,Nordic Paper
6043,Canada,210000000.0,Vizsla Silver
6044,USA,210000000.0,Rigel Pharmaceuticals
6045,USA,210000000.0,Voxx International
6046,USA,210000000.0,ESSA Bancorp
6047,USA,210000000.0,Plumas Bancorp
6048,USA,210000000.0,Investar Holding
6049,Canada,210000000.0,EMX Royalty
6050,USA,210000000.0,Ames National Corp.
6051,USA,210000000.0,Acumen Pharmaceuticals
6052,USA,210000000.0,Portman Ridge
6053,India,210000000.0,Sanghi Industries
6054,USA,210000000.0,Conn's
6055,UK,210000000.0,Babylon Holdings
6056,Japan,210000000.0,gumi
6057,India,210000000.0,Shalby
6058,USA,210000000.0,The Joint Corp.
6059,USA,210000000.0,Western New England Bancorp
6060,USA,210000000.0,SoundHound AI
6061,USA,210000000.0,Evans Bancorp
6062,India,210000000.0,Tide Water Oil
6063,USA,210000000.0,AXT Inc
6064,USA,210000000.0,Assertio Therapeutics
6065,Israel,210000000.0,Ellomay Capital
6066,USA,210000000.0,Matrix Service
6067,USA,200000000.0,BlackSky Technology
6068,Brazil,200000000.0,MÃ©liuz
6069,India,200000000.0,Federal-Mogul Goetze
6070,USA,200000000.0,Duluth Holdings
6071,USA,200000000.0,Y-mAbs Therapeutics
6072,India,200000000.0,Greenply
6073,USA,200000000.0,Gossamer Bio
6074,Japan,200000000.0,FuRyu
6075,USA,200000000.0,Innovid
6076,Austria,200000000.0,UBM Development
6077,USA,200000000.0,Tupperware Brands
6078,Canada,200000000.0,VersaBank
6079,USA,200000000.0,Rocky Brands
6080,USA,200000000.0,The ONE Group Hospitality
6081,USA,200000000.0,Fiesta Restaurant Group
6082,USA,200000000.0,1stdibs.Com
6083,USA,200000000.0,Cato Fashion
6084,Israel,200000000.0,Kamada
6085,USA,200000000.0,C&F Financial Corporation
6086,USA,200000000.0,LCNB
6087,USA,200000000.0,Lordstown Motors
6088,China,200000000.0,Kandi Technologies Group
6089,USA,200000000.0,Big 5 Sporting Goods
6090,India,200000000.0,Tamil Nadu Newsprint and Papers Limited
6091,USA,200000000.0,Asure Software
6092,USA,190000000.0,MainStreet Bancshares
6093,USA,190000000.0,Planet13
6094,USA,190000000.0,Quipt Home Medical
6095,USA,190000000.0,Savara Pharmaceuticals
6096,USA,190000000.0,AgileThought
6097,USA,190000000.0,AN2 Therapeutics
6098,USA,190000000.0,Terran Orbital
6099,USA,190000000.0,KVH Industries
6100,USA,190000000.0,Alpine Summit Energy Partners
6101,USA,190000000.0,Fathom Digital Manufacturing
6102,USA,190000000.0,Thorne HealthTech
6103,USA,190000000.0,Accuray
6104,USA,190000000.0,Rite Aid
6105,China,190000000.0,So-Young International
6106,USA,190000000.0,22nd Century Group
6107,USA,190000000.0,Cepton
6108,USA,190000000.0,Hill International
6109,USA,190000000.0,Cooper Standard
6110,Japan,190000000.0,"PLAID,Inc."
6111,India,190000000.0,Southern Petrochemical Industries Corp
6112,USA,190000000.0,Faraday Future
6113,USA,190000000.0,Penns Woods Bancorp
6114,USA,190000000.0,PlayAGS
6115,Canada,190000000.0,Kingsway Financial Services
6116,India,190000000.0,I.g. Petrochemicals
6117,Bermuda,190000000.0,Maiden Holdings
6118,Finland,190000000.0,Kamux
6119,USA,190000000.0,Limestone Bancorp
6120,USA,190000000.0,Virginia National Bankshares
6121,USA,190000000.0,Jakks Pacific
6122,India,190000000.0,Aptech
6123,USA,190000000.0,Cipher Mining
6124,India,190000000.0,Kingfa Science & Technology
6125,USA,190000000.0,Cormedix
6126,India,180000000.0,Dhampur Sugar Mills
6127,India,180000000.0,GTPL Hathway
6128,USA,180000000.0,UroGen Pharma
6129,USA,180000000.0,InfuSystem
6130,USA,180000000.0,Vintage Wine Estates
6131,India,180000000.0,Lumax Industries
6132,USA,180000000.0,WM Technology
6133,Hong Kong,180000000.0,Digital Domain
6134,USA,180000000.0,Selecta Biosciences
6135,India,180000000.0,Mahanagar Telephone Nigam
6136,Japan,180000000.0,Bank of Innovation
6137,USA,180000000.0,Velodyne Lidar
6138,India,180000000.0,Nelco
6139,USA,180000000.0,"View, Inc."
6140,USA,180000000.0,Veritone
6141,India,180000000.0,GTL Infrastructure
6142,India,180000000.0,MPS Limited
6143,Sweden,180000000.0,Rottneros
6144,Sweden,180000000.0,Tethys Oil
6145,Canada,180000000.0,ReconAfrica
6146,India,180000000.0,Cigniti Technologies
6147,India,180000000.0,Shankara Building
6148,USA,180000000.0,INNOVATE Corp.
6149,India,180000000.0,Indorama Synthetics
6150,Canada,180000000.0,Hut 8 Mining
6151,India,180000000.0,Hester Biosciences
6152,India,180000000.0,Huhtamaki India
6153,USA,180000000.0,Porch Group
6154,USA,180000000.0,Peoples Bancorp of North Carolina
6155,USA,180000000.0,Alico
6156,USA,180000000.0,Beyond Air
6157,USA,180000000.0,Invivyd
6158,USA,180000000.0,CSI Compressco
6159,Switzerland,180000000.0,AC Immune
6160,USA,180000000.0,KLX Energy Services
6161,China,170000000.0,Yiren Digital
6162,Germany,170000000.0,Affimed
6163,USA,170000000.0,Great Ajax
6164,Japan,170000000.0,Drecom
6165,India,170000000.0,Wendt India
6166,India,170000000.0,Excel Industries
6167,India,170000000.0,Ashiana Housing
6168,India,170000000.0,Indian Metals & Ferro Alloys
6169,France,170000000.0,Olympique Lyonnais Groupe
6170,USA,170000000.0,Summit Midstream
6171,Japan,170000000.0,UNITED
6172,Australia,170000000.0,Immutep
6173,Israel,170000000.0,InterCure
6174,Israel,170000000.0,Ceragon Networks
6175,USA,170000000.0,Hurco Companies
6176,USA,170000000.0,FingerMotion
6177,USA,170000000.0,Ouster
6178,USA,170000000.0,Danimer Scientific
6179,India,170000000.0,KCP Limited
6180,USA,170000000.0,Applied Blockchain
6181,India,170000000.0,Repco Home Finance
6182,USA,170000000.0,Battalion Oil
6183,India,170000000.0,INEOS Styrolution
6184,USA,170000000.0,Berkeley Lights
6185,USA,170000000.0,CalAmp
6186,USA,170000000.0,a.k.a. Brands
6187,USA,170000000.0,Alaunos Therapeutics
6188,USA,170000000.0,Silvercrest Asset Management Group
6189,Australia,170000000.0,Incannex Healthcare
6190,China,170000000.0,China Automotive Systems
6191,USA,170000000.0,William Penn Bancorp
6192,USA,170000000.0,Acacia Research
6193,USA,170000000.0,Cadiz
6194,USA,170000000.0,Avita Medical
6195,Australia,170000000.0,Bannerman Energy
6196,USA,170000000.0,NGL Energy Partners
6197,India,170000000.0,Oriental Aromatics
6198,Taiwan,170000000.0,Softstar Entertainment
6199,Australia,170000000.0,PlaySide Studios
6200,USA,170000000.0,Third Harmonic Bio
6201,UK,160000000.0,Real Good Food plc
6202,USA,160000000.0,Nature's Sunshine Products
6203,India,160000000.0,Wheels India
6204,Canada,160000000.0,Platinum Group Metals
6205,USA,160000000.0,Liberty TripAdvisor Holdings
6206,USA,160000000.0,Lifetime Brands
6207,USA,160000000.0,Intevac
6208,Canada,160000000.0,Andrew Peller
6209,India,160000000.0,Sandhar
6210,China,160000000.0,BAIOO Family Interactive
6211,USA,160000000.0,Genius Brands
6212,USA,160000000.0,Biodesix
6213,UK,160000000.0,AFC Energy
6214,Sweden,160000000.0,G5 Entertainment
6215,USA,160000000.0,CytomX Therapeutics
6216,Japan,160000000.0,AlphaPolis
6217,China,160000000.0,Nam Tai Property
6218,India,160000000.0,RPG Life Sciences
6219,Indonesia,160000000.0,Nusantara Pelabuhan Handal
6220,USA,160000000.0,ShiftPixy
6221,USA,160000000.0,Spok Holdings
6222,USA,160000000.0,XL Fleet
6223,USA,160000000.0,KalVista Pharmaceuticals
6224,USA,160000000.0,Akoustis Technologies
6225,USA,160000000.0,Oxford Square Capital
6226,USA,160000000.0,The Beachbody Company
6227,USA,160000000.0,Pear Therapeutics
6228,USA,160000000.0,Riverview Bancorp
6229,USA,160000000.0,BG Staffing
6230,USA,160000000.0,Identiv
6231,USA,160000000.0,Whole Earth Brands
6232,USA,160000000.0,Lantronix
6233,USA,160000000.0,Merrimack Pharmaceuticals
6234,India,160000000.0,Sasken Technologies
6235,USA,150000000.0,Angel Oak REIT
6236,USA,150000000.0,StarTek
6237,USA,150000000.0,SmileDirectClub
6238,USA,150000000.0,GreenLight Biosciences
6239,USA,150000000.0,Bassett Furniture
6240,Germany,150000000.0,Mister Spex
6241,USA,150000000.0,Unifi
6242,USA,150000000.0,LL Flooring
6243,USA,150000000.0,KemPharm
6244,Malaysia,150000000.0,Kossan Rubber Industries
6245,France,150000000.0,Sequans Communications
6246,USA,150000000.0,Gencor Industries
6247,USA,150000000.0,Stratus Properties
6248,USA,150000000.0,Potbelly Corporation
6249,USA,150000000.0,First Northwest Bancorp
6250,USA,150000000.0,AgroFresh
6251,Israel,150000000.0,RADCOM
6252,India,150000000.0,Yatra
6253,USA,150000000.0,Ashford Hospitality Trust
6254,India,150000000.0,Omaxe
6255,Canada,150000000.0,Alithya Group
6256,USA,150000000.0,Cardlytics
6257,India,150000000.0,Igarashi Motors India
6258,USA,150000000.0,Vera Bradley
6259,USA,150000000.0,Aveanna Healthcare
6260,USA,150000000.0,Richmond Mutual Bancorporation
6261,USA,150000000.0,Escalade Sports
6262,India,150000000.0,Rane Holdings
6263,USA,150000000.0,eHealth
6264,USA,150000000.0,Bed Bath & Beyond
6265,USA,150000000.0,The Arena Group
6266,USA,150000000.0,Hawthorn Bancshares
6267,China,150000000.0,Yunji
6268,India,150000000.0,Kitex Garments
6269,Ireland,150000000.0,ADS-TEC Energy
6270,Canada,150000000.0,HIVE Blockchain Technologies
6271,USA,150000000.0,Vera Therapeutics
6272,Poland,150000000.0,Pkp Cargo
6273,USA,150000000.0,Precision BioSciences
6274,USA,150000000.0,CleanSpark
6275,USA,150000000.0,ProPhase Labs
6276,Canada,150000000.0,Westport Fuel Systems
6277,USA,150000000.0,Sunlight Financial
6278,Taiwan,150000000.0,X-Legend Entertainment
6279,USA,140000000.0,MISTRAS Group
6280,USA,140000000.0,ECB Bancorp
6281,Turkey,140000000.0,Ä°Åbir Holding
6282,Canada,140000000.0,Zentek
6283,India,140000000.0,Kuantum Papers
6284,USA,140000000.0,BBX Capital Corporation
6285,USA,140000000.0,Atomera
6286,USA,140000000.0,GlycoMimetics
6287,India,140000000.0,Skipper Limited
6288,UK,140000000.0,Cazoo
6289,USA,140000000.0,Iteris
6290,USA,140000000.0,JOANN
6291,India,140000000.0,Foseco India
6292,China,140000000.0,Gracell Biotechnologies
6293,USA,140000000.0,Republic First Bancorp
6294,USA,140000000.0,Kopin Corporation
6295,USA,140000000.0,Hanover Bancorp
6296,India,140000000.0,Parag Milk Foods
6297,USA,140000000.0,Vroom
6298,USA,140000000.0,Singular Genomics Systems
6299,USA,140000000.0,Benessere Capital Acquisition
6300,Japan,140000000.0,Serverworks
6301,USA,140000000.0,Xeris Pharmaceuticals
6302,Ireland,140000000.0,kneat.com
6303,USA,140000000.0,X4 Pharmaceuticals
6304,USA,140000000.0,Sachem Capital
6305,USA,140000000.0,Paysign
6306,Canada,140000000.0,E INC (E Automotive)
6307,USA,140000000.0,Oconee Federal Financial
6308,Taiwan,130000000.0,Chinese Gamer International
6309,Belgium,130000000.0,Nyxoah
6310,USA,130000000.0,MICT
6311,USA,130000000.0,Pardes Biosciences
6312,USA,130000000.0,ThredUp
6313,USA,130000000.0,Celularity
6314,USA,130000000.0,Spire Global
6315,India,130000000.0,Geojit Financial Services
6316,Canada,130000000.0,PyroGenesis Canada
6317,USA,130000000.0,KULR Technology
6318,Malaysia,130000000.0,Starbox Group
6319,USA,130000000.0,XOS
6320,USA,130000000.0,Doma
6321,China,130000000.0,Xunlei
6322,USA,130000000.0,MariMed
6323,USA,130000000.0,Aemetis
6324,India,130000000.0,SML Isuzu
6325,USA,130000000.0,Arteris
6326,USA,130000000.0,AdTheorent
6327,USA,130000000.0,BankFinancial
6328,USA,130000000.0,Malvern Bancorp
6329,USA,130000000.0,Lazydays Holdings
6330,USA,130000000.0,Heliogen
6331,USA,130000000.0,Turtle Beach Corp
6332,USA,130000000.0,Redwire
6333,India,130000000.0,Rico Auto Industries
6334,Canada,130000000.0,Milestone Pharmaceuticals
6335,USA,130000000.0,ARC Document Solutions
6336,USA,130000000.0,Smith Micro Software
6337,Greece,130000000.0,Euroseas
6338,USA,130000000.0,Ovid Therapeutics
6339,USA,130000000.0,Daktronics
6340,India,130000000.0,Capacit'e Infraprojects
6341,USA,130000000.0,Provident Bancorp
6342,USA,130000000.0,Twin Disc
6343,Malaysia,130000000.0,Supermax Corporation Berhad
6344,USA,130000000.0,Inotiv
6345,Luxembourg,130000000.0,Altisource Portfolio
6346,USA,130000000.0,Athira Pharma
6347,Cayman Islands,130000000.0,O2Micro
6348,USA,130000000.0,Martin Midstream Partners
6349,USA,120000000.0,AG Mortgage Investment Trust
6350,Canada,120000000.0,Village Farms International
6351,Canada,120000000.0,Americas Gold and Silver Corp
6352,USA,120000000.0,Tabula Rasa HealthCare
6353,France,120000000.0,Cellectis
6354,Japan,120000000.0,KLab
6355,Canada,120000000.0,Loop Industries
6356,USA,120000000.0,Citius Pharmaceuticals
6357,USA,120000000.0,Superior Industries International
6358,USA,120000000.0,Remark Holdings
6359,USA,120000000.0,Glatfelter
6360,USA,120000000.0,Sesen Bio
6361,USA,120000000.0,Vaxart
6362,UK,120000000.0,Arrival
6363,Switzerland,120000000.0,SOPHiA GENETICS
6364,USA,120000000.0,Hycroft Mining
6365,India,120000000.0,PTC Financial Services
6366,Canada,120000000.0,Northern Dynasty Minerals
6367,USA,120000000.0,Quantum
6368,Israel,120000000.0,Allot
6369,USA,120000000.0,SelectQuote
6370,USA,120000000.0,Old Point Financial
6371,USA,120000000.0,Yellow Corporation
6372,USA,120000000.0,Ohio Valley Banc Corp
6373,USA,120000000.0,PLBY Group (Playboy)
6374,USA,120000000.0,Frequency Therapeutics
6375,USA,120000000.0,Taysha Gene Therapies
6376,USA,120000000.0,Anixa Biosciences
6377,USA,120000000.0,Latch
6378,India,120000000.0,Nucleus Software Exports
6379,India,120000000.0,Prakash Industries
6380,USA,120000000.0,Townsquare Media
6381,USA,120000000.0,Local Bounti
6382,Germany,120000000.0,InflaRx
6383,India,120000000.0,Srikalahasthi Pipes
6384,USA,120000000.0,Paratek Pharmaceuticals
6385,USA,120000000.0,Diebold Nixdorf
6386,USA,120000000.0,FaZe Clan
6387,Germany,120000000.0,KAP AG
6388,India,120000000.0,Mangalore Chemicals and Fertilizers
6389,USA,120000000.0,Offerpad
6390,Canada,120000000.0,D-Wave Quantum
6391,USA,120000000.0,Fonar Corporation
6392,USA,120000000.0,Eos Energy Enterprises
6393,Norway,120000000.0,Pexip
6394,India,120000000.0,Coffee Day Enterprises
6395,Taiwan,120000000.0,Userjoy Technology
6396,USA,120000000.0,Vinco Ventures
6397,USA,110000000.0,Astra Space
6398,USA,110000000.0,Societal CDMO
6399,India,110000000.0,Bodal Chemicals
6400,UK,110000000.0,Naked Wines
6401,Australia,110000000.0,Peninsula Energy
6402,USA,110000000.0,Praxis Precision Medicines
6403,Canada,110000000.0,Bitfarms
6404,USA,110000000.0,Matinas BioPharma
6405,USA,110000000.0,Akebia Therapeutics
6406,USA,110000000.0,RumbleON
6407,USA,110000000.0,MediciNova
6408,USA,110000000.0,Tattooed Chef
6409,Japan,110000000.0,Aiming Inc
6410,USA,110000000.0,FinWise Bancorp
6411,USA,110000000.0,The RealReal
6412,India,110000000.0,Navkar Corp
6413,USA,110000000.0,Solid Biosciences
6414,USA,110000000.0,Buzzfeed
6415,Thailand,110000000.0,Nok Air
6416,India,110000000.0,Radio City
6417,USA,110000000.0,VBI Vaccines
6418,UK,110000000.0,Knights Group
6419,USA,110000000.0,L.B. Foster
6420,India,110000000.0,Sterling Tools
6421,Belgium,110000000.0,MDxHealth
6422,India,110000000.0,Anup Engineering
6423,USA,110000000.0,Lee Enterprises
6424,India,110000000.0,GE Power India
6425,Brazil,110000000.0,Allied Tecnologia
6426,USA,110000000.0,Nuvectis Pharma
6427,USA,110000000.0,EyePoint Pharmaceuticals
6428,USA,110000000.0,Asensus Surgical
6429,USA,110000000.0,USD Partners
6430,USA,110000000.0,XBiotech
6431,India,100000000.0,India Motor Parts and Accessories
6432,USA,100000000.0,Westwood Holdings Group
6433,India,100000000.0,Quick Heal
6434,Poland,100000000.0,Creepy Jar
6435,USA,100000000.0,Citizens Inc
6436,USA,100000000.0,Cel-Sci
6437,India,100000000.0,Orient Paper Mills
6438,USA,100000000.0,Comscore
6439,Sweden,100000000.0,Starbreeze
6440,USA,100000000.0,KORE
6441,India,100000000.0,India Nippon Electricals
6442,Indonesia,100000000.0,Pollux Properti Indonesia
6443,USA,100000000.0,Graphite Bio
6444,USA,100000000.0,Union Bankshares
6445,USA,100000000.0,Cenntro Electric Group
6446,USA,100000000.0,The Oncology Institute
6447,Canada,100000000.0,High Tide
6448,Sweden,100000000.0,Bergs Timber
6449,Canada,100000000.0,Sylogist
6450,USA,100000000.0,Pulse Biosciences
6451,USA,100000000.0,Lakeland Industries
6452,USA,100000000.0,Talkspace
6453,USA,100000000.0,Bakkt Holdings
6454,Poland,100000000.0,CI Games
6455,USA,100000000.0,Immuneering
6456,Denmark,100000000.0,Parken Sport (F.C. Copenhagen)
6457,USA,100000000.0,RVL Pharmaceuticals
6458,USA,100000000.0,Barnes & Noble Education
6459,USA,100000000.0,U.S. Xpress Enterprises
6460,Canada,100000000.0,Sangoma Technologies
6461,USA,100000000.0,Provident Financial Holdings
6462,Sweden,100000000.0,Thunderful Group
6463,USA,100000000.0,Red Robin
6464,USA,100000000.0,Sarcos Technology and Robotics
6465,India,100000000.0,Kokuyo Camlin
6466,USA,100000000.0,Capricor Therapeutics
6467,USA,100000000.0,Ideanomics
6468,UK,100000000.0,Mallinckrodt Pharmaceuticals
6469,USA,100000000.0,Sonendo
6470,USA,99910000.0,Park City Group
6471,USA,99830000.0,Pixelworks
6472,USA,99230000.0,Lument Finance Trust
6473,USA,99180000.0,Mind Medicine
6474,USA,99100000.0,Graham Corporation
6475,USA,99080000.0,TeraWulf
6476,USA,99020000.0,Relmada Therapeutics
6477,USA,98740000.0,Verastem Oncology
6478,USA,98710000.0,Clearside Biomedical
6479,India,98380000.0,Mangalam Cement
6480,USA,98000000.0,Spectrum Pharmaceuticals
6481,Japan,97970000.0,Kayak Inc
6482,USA,97860000.0,Kronos Bio
6483,Japan,97590000.0,Ateam
6484,Greece,97500000.0,Seanergy Maritime
6485,USA,97470000.0,Wag! Group
6486,Israel,96760000.0,REE Automotive
6487,Canada,96760000.0,Tanzanian Gold Corporation
6488,USA,96690000.0,Ellington Residential Mortgage REIT
6489,USA,96090000.0,Inseego
6490,USA,96010000.0,Hour Loop
6491,USA,95960000.0,BigBear.ai
6492,USA,95850000.0,PowerFleet
6493,Portugal,95640000.0,Sport Lisboa e Benfica
6494,India,95530000.0,Himatsingka Seide
6495,USA,95480000.0,Lyra Therapeutics
6496,USA,95400000.0,Phunware
6497,USA,95140000.0,Fluent
6498,Australia,95040000.0,Aura Energy
6499,USA,94950000.0,Reading International
6500,USA,94760000.0,Sema4
6501,Canada,94440000.0,Oncolytics Biotech
6502,China,94270000.0,Viomi Technology
6503,Japan,93860000.0,Gala Incorporated
