,company_founded,company_location,company_industry,company_name
2192,1995,Prague,Telecommunications,Telekom Austria Czech Republic
2193,2002,KolÃ­n,Consumer goods,Toyota Peugeot CitroÃ«n Automobile Czech
2194,1836,TÅinec,Basic materials,Trinec Iron and Steel Works
2195,2006,Prague,Financials,UniCredit Bank Czech Republic and Slovakia
2196,2002,ÄeskÃ© BudÄjovice,Basic materials,Via Chem Group
2197,1982,Prague,Telecommunications,Vodafone Czech Republic
2198,1911,Prague,Industrials,Walter Aircraft Engines
2199,1946,Brno,Industrials,Zetor
2200,1868,Prague,Financials,Å½ivnostenskÃ¡ banka
2201,1948,Nicosia,Consumer services,AC Omonia
2202,1994,Larnaca,Consumer services,AEK Larnaca FC
2203,1930,Limassol,Consumer services,AEL F.C.
2204,1999,Nicosia,Industrials,Allbiz
2205,1911,Larnaca,Consumer services,Anorthosis F.C.
2206,1947,Nicosia,Consumer services,APOEL B.C.
2207,1926,Nicosia,Consumer services,APOEL FC
2208,1928,Nicosia,Consumer services,APOEL V.C.
2209,1954,Limassol,Consumer services,Apollon Limassol
2210,1997,Nicosia,Consumer services,Armida Publications
2211,1990,Limassol,Technology,ASBIS
2212,1991,Limassol,Industrials,Austrian Lloyd Ship Management
2213,1899,Nicosia,Financials,Bank of Cyprus
2214,1986,Limassol,Consumer services,Celestyal Cruises
2215,1963,Nicosia,Financials,Central Bank of Cyprus
2216,2016,Larnaca,Consumer services,Charlie Airlines
2217,1953,Nicosia,Consumer services,Cyprus Broadcasting Corporation
2218,1955,Nicosia,Consumer services,Cyprus Civil Aviation Authority
2219,1961,Nicosia,Consumer services,Cyprus College
2220,1969,Paphos,Consumer services,Cyprus College of Art
2221,1963,Nicosia,Financials,Cyprus Development Bank
2222,1978,Nicosia,Consumer services,Cyprus Institute of Marketing
2223,2004,Limassol,Technology,Cyprus Int. Instit. for Environ. & Public Health
2224,1999,Nicosia,Telecommunications,Cyprus Internet Exchange
2225,1945,Nicosia,Consumer services,Cyprus Mail
2226,1916,Nicosia,Basic materials,Cyprus Mines Corporation
2227,1991,Nicosia,Technology,Cyprus Neuroscience and Technology Institute
2228,1976,Nicosia,Consumer services,Cyprus News Agency
2229,1973,Nicosia,Consumer services,Cyprus Ports Authority
2230,-,Nicosia,Industrials,Cyprus Postal Services
2231,1968,Nicosia,Consumer services,Cyprus State Fairs Authority
2232,1996,Nicosia,Financials,Cyprus Stock Exchange
2233,2004,Limassol,Consumer services,Cyprus University of Technology
2234,1979,Nicosia,Consumer services,Cyprus Weekly
2235,1961,Nicosia,Telecommunications,CYTA
2236,1954,Peristerona,Consumer services,Doxa Katokopias FC
2237,1952,Nicosia,Utilities,Electricity Authority of Cyprus
2238,2017,Limassol,Consumer services,Elias Neocleous & Co LLC
2239,2017,Nicosia,Utilities,EuroAfrica Interconnector
2240,2010,Nicosia,Utilities,EuroAsia Interconnector
2241,1961,Nicosia,Consumer services,European University Cyprus
2242,1993,Nicosia,Consumer services,Financial Mirror
2243,1965,Limassol,Consumer services,Frederick University
2244,1961,Guernsey,Industrials,Joannou & Paraskevaides
2245,-,Nicosia,Financials,Health Insurance Organisation
2246,1976,Nicosia,Financials,Hellenic Bank
2247,2003,Limassol,Financials,Imperio Properties
2248,2010,Limassol,Financials,IronFX
2249,1927,Limassol,Consumer goods,KEO
2250,1975,Larnaca,Consumer services,Larnaca International Airport
2251,1937,Nicosia,Consumer goods,Leon Beer
2252,1960,Paphos,Financials,Leptos Estates
2253,1977,Nicosia,Industrials,Lois Builders
2254,1976,Limassol,Health care,Medochemie
2255,1982,Nicosia,Consumer services,METRO Foods Trading
2256,1967,Nicosia,Consumer services,Moufflon Publications
2257,2007,Paphos,Consumer services,Neapolis University Paphos
2258,2004,Nicosia,Consumer services,NOVA Cyprus
2259,1992,Nicosia,Consumer services,Omega TV Cyprus
2260,2002,Nicosia,Consumer services,Open University of Cyprus
2261,2014,Pafos,Consumer services,Pafos FC
2262,1992,Paphos,Consumer services,Paphos General Hospital
2263,2008,Paphos,Consumer services,Paphos International Airport
2264,1959,Larnaca,Oil & gas,Petrolina
2265,2008,Nicosia,Financials,Pevex Management
2266,1956,Limassol,Industrials,Port of Limassol
2267,2003,Nicosia,Telecommunications,PrimeTel PLC
2268,1995,Limassol,Financials,RCB Bank
2269,2007,Nicosia,Basic materials,Rusal
2270,1995,Nicosia,Consumer services,SAT-7
2271,2002,Nicosia,Telecommunications,Telepassport Telecommunications
2272,1999,Strovolos,Consumer services,The American Heart Institute
2273,2005,Nicosia,Technology,The Cyprus Institute
2274,1987,Nicosia,Technology,The Muscular Dystropy Research Foundation
2275,1990,Nicosia,Technology,The Cyprus Institute of Neurology and Genetics
2276,1979,Ayia Napa,Consumer services,Tsokkos
2277,2015,Larnaca,Consumer services,Tus Airways
2278,1970,Nicosia,Financials,Universal Life
2279,1989,Nicosia,Consumer services,University of Cyprus
2280,1980,Nicosia,Consumer services,University of Nicosia
2281,1998,Nicosia,Technology,Wargaming
2282,1950,Nicosia,Consumer services,Woolworths
2283,2007,Nicosia,Technology,xHamster
2284,1892,Rijeka,Industrials,3. Maj
2285,1994,Zagreb,Industrials,3LHD
2286,1999,Zagreb,Telecommunications,A1 Hrvatska
2287,2013,OmiÅ¡alj,Oil & gas,LNG Hrvatska
2288,1983,Opatija,Consumer services,Adriatic Croatia International Club
2289,2003,Rovinj,Consumer goods,Adris Grupa
2290,1976,Zagreb,Consumer goods,Agrokor
2291,1995,Zagreb,Consumer services,Aquarius Records
2292,1991,Zagreb,Consumer goods,Atlantic Grupa
2293,1955,Dubrovnik,Industrials,Atlantska plovidba
2294,1862,Zagreb,Consumer goods,Badel 1862
2295,1990,Zagreb,Health care,BioGnost
2296,2003,Split,Industrials,Blue Line International
2297,2010,Zagreb,Telecommunications,Bonbon
2298,1922,Split,Industrials,Brodosplit
2299,1893,Äakovec,Consumer goods,ÄakoveÄki mlinovi
2300,2004,Koprivnica,Consumer goods,Carlsberg Croatia
2301,1929,Zagreb,Consumer goods,Cedevita
2302,1989,Zagreb,Consumer services,Croatia Airlines
2303,1946,Zagreb,Consumer services,Croatia Film
2304,1884,Zagreb,Financials,Croatia osiguranje
2305,1947,Zagreb,Consumer services,Croatia Records
2306,1990,Zagreb,Financials,Croatian National Bank
2307,1926,Zagreb,Consumer services,Croatian Radiotelevision
2308,1991,Zagreb,Industrials,Croatian Railways
2309,1993,Zagreb,Technology,Croteam
2310,1994,Zagreb,Industrials,Crotram
2311,1949,Zagreb,Industrials,Dalekovod
2312,1994,Zagreb,Consumer services,Dallas Records
2313,1971,Buje,Industrials,Digitron
2314,1992,Zagreb,Industrials,DOK-ING
2315,1991,Slavonski Brod,Industrials,Ãuro ÃakoviÄ
2316,1949,Zagreb,Telecommunications,Ericsson Nikola Tesla
2317,2000,Split,Consumer services,European Coastal Airlines
2318,2019,Zagreb,Consumer goods,Fortenova Group
2319,1892,Zagreb,Consumer goods,Franck
2320,1993,Zagreb,Technology,Geofoto
2321,1990,Zagreb,Consumer services,Hanza Media
2322,2003,Zagreb,Consumer services,Hit Records
2323,1889,Zagreb,Industrials,HÃ¶nigsberg & Deutsch
2324,1895,Zagreb,Utilities,Hrvatska elektroprivreda
2325,1999,Zagreb,Industrials,Hrvatska poÅ¡ta
2326,1991,Zagreb,Financials,Hrvatska poÅ¡tanska banka
2327,2001,Zagreb,Industrials,Hrvatske autoceste
2328,1998,Zagreb,Telecommunications,Hrvatski Telekom
2329,1991,Ozalj,Industrials,HS Produkt
2330,1992,Zagreb,Technology,IN2
2331,1964,Zagreb,Oil & gas,INA
2332,2006,Vodnjan,Technology,Infobip
2333,1955,Zagreb,Industrials,INGRA
2334,1949,Zagreb,Industrials,Institut IGH
2335,1997,Zagreb,Technology,Iskon Internet
2336,1946,Zagreb,Consumer services,Jadran Film
2337,1974,Zagreb,Oil & gas,Jadranski naftovod
2338,1947,Rijeka,Industrials,Jadrolinija
2339,1828,Zagreb,Consumer goods,Jamnica
2340,1947,Zagreb,Consumer services,Jugoton
2341,1854,Karlovac,Consumer goods,KarlovaÄka pivovara
2342,1920,Osijek,Consumer goods,Kandit
2343,1905,Bjelovar,Consumer goods,Koestlin
2344,1921,Zagreb,Industrials,KONÄAR Group
2345,1945,Split,Industrials,Konstruktor-Split
2346,1957,Zagreb,Consumer services,Konzum
2347,1729,Kraljevica,Industrials,Kraljevica Shipyard
2348,1950,Zagreb,Consumer goods,KraÅ¡
2349,1958,Zagreb,Consumer goods,Ledo
2350,1952,PloÄe,Industrials,Luka PloÄe
2351,1842,Zagreb,Consumer services,Matica hrvatska
2352,1994,Zagreb,Consumer services,Menart Records
2353,2008,Zagreb,Consumer services,Narodni trgovaÄki lanac
2354,2001,Zagreb,Technology,OdaÅ¡iljaÄi i veze
2355,1968,Kutina,Basic materials,Petrokemija
2356,1997,GospiÄ,Consumer goods,Pivovara LiÄanka
2357,2001,Zagreb,Utilities,Plinacro
2358,1921,Zagreb,Health care,Pliva
2359,1992,Split,Industrials,Plovput
2360,1934,Koprivnica,Consumer goods,Podravka
2361,2001,Rijeka,Financials,Primorska banka
2362,1966,Zagreb,Financials,Privredna banka Zagreb
2363,2009,Sveta Nedelja,Consumer goods,Rimac Automobili
2364,1948,Zagreb,Industrials,RIZ
2365,1950,Zagreb,Consumer services,Å kolska knjiga
2366,1921,Zagreb,Consumer goods,Sljeme
2367,1965,Split,Financials,Splitska banka
2368,1972,Zagreb,Consumer services,Suzy
2369,1947,Zagreb,Industrials,Tehnika
2370,2006,Zagreb,Telecommunications,Tomato
2371,1937,Zagreb,Consumer goods,TOZ Penkala
2372,1994,Zagreb,Consumer services,Trade Air
2373,1894,Zagreb,Industrials,TÅ½V Gredelj
2374,1856,Pula,Industrials,Uljanik
2375,1991,Zagreb,Consumer services,V.B.Z.
2376,1947,Zagreb,Industrials,Viadukt
2377,1896,Rijeka,Industrials,Viktor Lenac Shipyard
2378,1959,VaraÅ¾din,Consumer goods,Vindija
2379,2002,Virovitica,Consumer goods,Viro
2380,1953,Zagreb,Consumer services,Zagreb Film
2381,1991,Zagreb,Financials,Zagreb Stock Exchange
2382,1914,Zagreb,Financials,ZagrebaÄka banka
2383,1892,Zagreb,Consumer goods,ZagrebaÄka pivovara
2384,1891,Zagreb,Industrials,ZagrebaÄki elektriÄni tramvaj
2385,1990,Sofia,Consumer services,Air VIA
2386,1884,Sofia,Consumer goods,Ariana Brewery
2387,1992,Sofia,Industrials,Armimex
2388,1878,Kazanlak,Industrials,Arsenal AD
2389,1964,Panagyurishte,Basic materials,Asarel Medet
2390,1980,Pazardzhik,Consumer goods,Astika Brewery
2391,2007,Sofia,Consumer services,Aukro.bg
2392,1994,Sofia,Industrials,Balkanstroy
2393,1948,Sofia,Consumer services,Balkantourist
2394,1952,Sofia,Consumer services,Balkanton
2395,2001,Sofia,Consumer services,BH Air
2396,2001,Sofia,Technology,Black Sea Studios
2397,2010,Sofia,Telecommunications,Blizoo
2398,2002,Sofia,Consumer services,Bulgaria Air
2399,1969,Sofia,Financials,Bulgarian Agricultural and Commercial Bank
2400,2000,Sofia,Consumer services,Bulgarian Air Charter
2401,1999,Sofia,Financials,Bulgarian Development Bank
2402,2008,Sofia,Oil & gas,Bulgarian Energy Holding
2403,1879,Sofia,Financials,Bulgarian National Bank
2404,1991,Sofia,Financials,Bulgarian Postbank
2405,1879,Sofia,Industrials,Bulgarian Posts
2406,1885,Sofia,Industrials,Bulgarian State Railways
2407,1947,Sofia,Consumer goods,Bulgartabac
2408,2007,Sofia,Industrials,Cargoair
2409,1991,Sofia,Financials,Central Cooperative Bank
2410,1947,Sofia,Conglomerates,Chimimport
2411,1960,Sofia,Consumer services,Corecom
2412,1932,Pirdop,Basic materials,Cumerio Med
2413,1999,Sofia,Consumer services,Diema
2414,1951,Sofia,Financials,DSK Bank
2415,1946,Sofia,Financials,DZI
2416,1993,Sofia,Consumer services,Economedia
2417,1991,Sofia,Consumer services,Egmont Bulgaria
2418,1996,Sofia,Consumer services,Era
2419,1990,Sofia,Consumer services,Eurofootball
2420,1991,Sofia,Consumer services,Fantastico
2421,1993,Sofia,Financials,First Investment Bank
2422,1881,Ruse,Financials,Girdap
2423,1997,Sofia,Technology,Haemimont Games
2424,1990,Sofia,Consumer services,Heli Air Services
2425,1979,Sofia,Consumer services,Hotel Rodina
2426,1986,Sofia,Financials,HVB Bank Biochim
2427,1881,Plovdiv,Consumer goods,Kamenitza
2428,2002,Shumen,Consumer goods,Karlsberg Bulgaria AD
2429,2011,Sofia,Consumer services,Kino Nova
2430,1966,Sofia,Industrials,Kintex
2431,1963,Sofia,Basic materials,Kremikovtzi AD
2432,1994,Sofia,Consumer services,"M3 Communications Group, Inc"
2433,1996,Plovdiv,Consumer goods,Maxeurope
2434,1994,Sofia,Telecommunications,Mtel
2435,1989,Sofia,Conglomerates,Multigroup
2436,1892,Varna,Industrials,Navibulgar
2437,1961,Burgas,Oil & gas,LUKOIL Neftochim Burgas
2438,1991,Sofia,Utilities,NEK EAD
2439,1996,Sofia,Telecommunications,Neterra
2440,2009,Sofia,Technology,Nimero
2441,2000,Sofia,Technology,Ontotext
2442,1991,Sofia,Oil & gas,Overgas
2443,1932,Sofia,Oil & gas,Petrol AD
2444,1969,Blagoevgrad,Consumer goods,Pirinsko Pivo
2445,1993,Ruse,Basic materials,Prista Oil
2446,1945,Sofia,Consumer services,Prosveta Publishing House
2447,1994,Sofia,Financials,Raiffeisen Bulgaria
2448,1897,Sofia,Consumer goods,Sucreries Raffineries Bulgares
2449,1992,Sofia,Consumer services,Technomarket
2450,2001,Sofia,Telecommunications,Telenor Bulgaria
2451,1963,Sofia,Industrials,TEREM
2452,1992,Sofia,Financials,Texim Bank
2453,1964,Sofia,Financials,UniCredit Bulbank
2454,1991,Sofia,Financials,Unionbank
2455,1992,Sofia,Financials,United Bulgarian Bank
2456,1907,Varna,Industrials,Varna shipyard
2457,2006,Svilengrad,Consumer goods,Vitta Foods
2458,1992,Sofia,Telecommunications,Vivacom
2459,1964,Karlovo,Industrials,VRZ Karlovo
2460,1964,Zaventem,Consumer services,Abelag Aviation
2461,2001,Ghent,Health care,Ablynx
2462,1876,Antwerp,Conglomerates,Ackermans & van Haaren
2463,1870,Liege,Industrials,AF Compressors
2464,1824,Brussels,Financials,AG Real Estate
2465,1990,Brussels,Financials,Ageas
2466,1867,Mortsel,Technology,Agfa-Gevaert
2467,1946,Brussels,Industrials,Agoria
2468,1994,Hove,Technology,AIM Productions
2469,1980,Ghent,Consumer goods,Alpro
2470,2008,Leuven,Consumer goods,Anheuser-Busch InBev
2471,1880,Antwerp,Utilities,Antwerp Water Works
2472,1990,Antwerp,Utilities,Aquafin
2473,1999,LiÃ¨ge,Industrials,ASL Airlines Belgium
2474,1964,Ronse,Consumer goods,Associated Weavers
2475,1890,Aalter,Consumer goods,Aveve
2476,1949,Brussels,Industrials,Aviapartner
2477,1934,Kortrijk,Technology,Barco
2478,1993,Brussels,Industrials,Base
2479,1959,Wielsbeke,Consumer goods,Beaulieu International Group
2480,1995,Brussels,Financials,Befimmo
2481,1880,Kortrijk,Basic materials,Bekaert
2482,1998,Leuven,Consumer services,Belgian Beer CafÃ©
2483,2001,Brussels,Financials,Belgian Investment Company for Developing Countries
2484,2000,Brussels,Industrials,Bpost
2485,2006,Brussels,Consumer services,Brussels Airlines
2486,1984,Brussels,Financials,Brussels Regional Investment Company
2487,1817,Seraing,Basic materials,Cockerill Sambre
2488,1860,Louvain-la-Neuve,Basic materials,Carmeuse
2489,1970,Turnhout,Consumer goods,Cartamundi
2490,1996,Eeklo,Consumer goods,Cavalier Chocolate
2491,1906,Zedelgem,Industrials,Claeys
2492,1983,Brussels,Financials,Cofinimmo
2493,1925,Halle,Consumer services,Colruyt Group
2494,1895,Antwerp,Industrials,Compagnie Maritime Belge
2495,1925,Antwerp,Consumer goods,Confiserie Roodthooft
2496,1991,Mechelen,Consumer services,De Lijn
2497,1937,Hooglede,Basic materials,Deceuninck
2498,1867,Brussels,Consumer goods,Delhaize Group
2499,1991,Zwijndrecht,Industrials,DEME
2500,1805,Brussels,Consumer services,D'Ieteren
2501,1992,Ghent,Consumer goods,DOMO Group
2502,1979,Malle,Consumer goods,Ecover
2503,2005,Brussels,Financials,Effortel
2504,1949,Malle,Consumer goods,ETAP Lighting
2505,1985,Seraing,Health care,Eurogentec
2506,1994,LiÃ¨ge,Technology,EVS Broadcast Equipment
2507,1976,Antwerp,Technology,Ferranti Computer Systems
2508,2001,Brussels,Oil and gas,Fluxys
2509,1922,Wavre,Basic materials,Forrest Group
2510,1980,Brussels,Financials,Gimv
2511,1926,Brussels,Consumer goods,Godiva Chocolatier
2512,1935,Turnhout,Consumer services,Group Joos
2513,1902,Brussels,Industrials,Groupe Bruxelles Lambert
2514,1960,Sint-Niklaas,Consumer goods,Guylian
2515,1984,Leuven,Technology,IMEC
2516,1906,LiÃ¨ge,Consumer goods,Imperia Automobiles
2517,1985,Ghent,Health care,Innogenetics
2518,1938,Aalst,Industrials,Jan De Nul
2519,1953,Beerse,Health care,Janssen Pharmaceutica
2520,1881,Roeselare,Industrials,Jonckheere
2521,1854,Antwerp,Industrials,Katoen Natie
2522,1985,Brussels,Financials,KBC Bank
2523,1998,Brussels,Financials,Keytrade Bank
2524,1997,Ghent,Consumer services,Kinepolis
2525,1996,Ghent,Technology,Larian Studios
2526,1997,Meulebeke,Consumer goods,Libeco-Lagae
2527,1875,Charleroi,Consumer services,Louis Delhaize Group
2528,1999,Leuven,Technology,Luciad NV
2529,1990,Leuven,Technology,Materialise NV
2530,1919,Beerse,Basic materials,Metallo-Chimique
2531,1990,Ostend,Consumer goods,Mutoh Europe nv
2532,1987,Brussels,Industrials,Namahn
2533,1926,Brussels,Consumer services,National Railway Company of Belgium
2534,1981,Gerpinnes,Industrials,Compagnie Nationale Ã  Portefeuille
2535,2007,Balen,Basic materials,Nyrstar
2536,1986,Leuven,Technology,Option N.V.
2537,1913,Turnhout,Consumer services,Proost
2538,1994,Brussels,Telecommunications,Proximus
2539,1930,Brussels,Telecommunications,Proximus Group
2540,1979,LiÃ¨ge,Financials,Regional Investment Company of Wallonia
2541,1965,Duffel,Basic materials,Reynaers Aluminium
2542,1786,Brussels,Financials,RHJ International
2543,1997,Paal,Consumer goods,Ridley Bikes
2544,1923,PÃ©ruwelz,Consumer goods,Saluc
2545,2000,Leuven,Consumer goods,Septentrio
2546,1908,Oostrozebeke,Consumer goods,Seyntex
2547,1989,Brussels,Industrials,Skytech
2548,1898,Brussels,Financials,Sofina
2549,1863,Brussels,Basic materials,Solvay S.A.
2550,1966,Turnhout,Basic materials,Soudal
2551,1836,Tienen,Consumer goods,Sugar refinery of Tienen
2552,1996,Mechelen,Telecommunications,Telenet
2553,1985,Brussels,Industrials,Teleroute
2554,1969,Waregem,Industrials,Thermote & Vanhalst
2555,2001,Zaventem,Consumer services,Thomas Cook Airlines Belgium
2556,1994,Mechelen,Health care,Tibotec
2557,2000,Leuven,Health care,TiGenix
2558,1986,Brussels,Industrials,Tractebel
2559,1968,Antwerp,Industrials,Truvo
2560,2003,Zaventem,Consumer services,TUIfly Belgium
2561,1928,Brussels,Health care,UCB
2562,2010,Brussels,Consumer services,UMedia
2563,1989,Brussels,Basic materials,Umicore
2564,1939,Brussels,Industrials,Unibind
2565,1906,Brussels,Basic materials,Union MiniÃ¨re du Haut Katanga
2566,1833,Turnhout,Industrials,Van Genechten Packaging
2567,1947,Koningshooikt,Industrials,Van Hool
2568,1937,Antwerp,Financials,Vanbreda International
2569,1889,Brussels,Consumer goods,Vanparys
2570,1975,Gavere,Industrials,Velleman
2571,1873,Brussels,Industrials,VinÃ§otte
2572,1992,Antwerp,Consumer services,VLM Airlines
2573,1965,Ghent,Consumer goods,Volvo Car Gent
2574,2002,LiÃ¨ge,Financials,Walloon SME finance and guarantee company
2575,1984,Brussels,Technology,Zetes
2576,1988,Vienna,Consumer goods,Agrana
2577,1479,Klagenfurt,Industrials,pewag group
2578,1983,Rottenmann,Industrials,AHT Cooling Systems
2579,1763,Ried im Innkreis,Consumer goods,Ammerer Bed Company
2580,1981,PremstÃ¤tten,Technology,ams AG
2581,1852,Graz,Industrials,Andritz
2582,1955,Altenmarkt im Pongau,Consumer goods,Atomic Skis
2583,1923,Vienna,Consumer goods,Augarten porcelain
2584,1938,Braunau am Inn,Industrials,AMAG Austria Metall AG
2585,1954,Vienna,Financials,Austria Wirtschaftsservice Gesellschaft
2586,1957,Schwechat,Consumer services,Austrian Airlines
2587,1979,Eggelsberg,Industrials,B&R
2588,1855,Vienna,Financials,Bank Austria
2589,1976,Klosterneuburg,Consumer services,bauMax
2590,1922,Vienna,Financials,BAWAG
2591,1790,Waidhofen an der Ybbs,Consumer goods,Bene AG
2592,1907,Vienna,Consumer services,Bestattung Wien
2593,1953,Wiener Neudorf,Consumer services,Billa
2594,1991,Vienna,Basic materials,BÃ¶hler-Uddeholm
2595,1994,Vienna,Basic materials,Borealis
2596,1828,Vienna,Consumer goods,BÃ¶sendorfer
2597,1992,Vienna,Financials,Bundesimmobiliengesellschaft
2598,1993,Vienna,Consumer services,Cineplexx Cinemas
2599,1999,Klagenfurt,Technology,CISC Semiconductor
2600,2006,Traun,Basic materials,Delfortgroup
2601,1999,Vienna,Industrials,Dependeq
2602,1981,Wiener Neustadt,Consumer goods,Diamond Aircraft Industries
2603,1868,Amstetten,Industrials,Doka Group
2604,1892,Wolfurt,Consumer goods,Doppelmayr Garaventa Group
2605,1707,Vienna,Consumer services,Dorotheum
2606,2008,Vienna,Financials,Erste Bank
2607,1988,Linz,Technology,Fabasoft
2608,1924,Ried im Innkreis,Consumer goods,Fischer
2609,1947,Vienna,Technology,Frequentis
2610,1959,Jenbach,Industrials,GE Jenbacher
2611,1990,Linz,Technology,Gericom
2612,1777,Vienna,Consumer goods,Gessler
2613,1963,Deutsch-Wagram,Industrials,Glock Ges.m.b.H.
2614,1885,Vienna,Consumer goods,Goldscheider ceramics
2615,1952,HÃ¶chst,Consumer goods,Julius Blum
2616,1862,Vienna,Consumer goods,Julius Meinl
2617,1892,Vienna,Technology,Kapsch
2618,1973,Vienna,Consumer goods,Kika
2619,1887,Vienna,Consumer goods,Kores
2620,1934,Mattighofen,Consumer goods,KTM
2621,1938,Lenzing,Basic materials,Lenzing AG
2622,1738,Vienna,Industrials,LÃ¶blich & Co.
2623,2003,Graz,Consumer services,Lyoness
2624,2001,Graz,Consumer goods,Magna Steyr
2625,1950,Vienna,Industrials,Mayr-Melnhof
2626,1971,Vienna,Industrials,Neumann International
2627,2003,Schwechat,Consumer services,Niki
2628,2005,Vienna,Consumer goods,Noctua
2629,1907,Floridsdorf,Consumer goods,ÃAF
2630,1923,Vienna,Industrials,ÃBB
2631,1956,Vienna,Oil & gas,OMV
2632,2005,Vienna,Health care,Onepharm
2633,1967,Vienna,Financials,Ãsterreichische Industrieholding AG
2634,1999,Vienna,Logistics,Ãsterreichische Post
2635,1932,Salzburg,Industrials,Palfinger
2636,1856,Lauterach,Consumer goods,Pfanner
2637,1824,Vienna,Consumer goods,Piatnik & SÃ¶hne
2638,1921,Breitenwang,Basic materials,Plansee Group
2639,1899,Graz,Consumer goods,Puch
2640,1927,Vienna,Financials,Raiffeisen
2641,1987,Fuschl am See,Consumer goods,Red Bull GmbH
2642,1834,Vienna,Industrials,RHI AG
2643,1866,Leonding,Industrials,Rosenbauer
2644,1920,Gunskirchen,Industrials,Rotax
2645,2009,Pasching,Technology,Runtastic
2646,1824,Vienna,Basic materials,Semperit
2647,1977,GrÃ¶dig,Industrials,SKIDATA
2648,1864,Sankt Ulrich bei Steyr,Industrials,Steyr Mannlicher
2649,2001,Sankt Ulrich bei Steyr,Industrials,Steyr Motors GmbH
2650,1907,Floridsdorf,Consumer goods,Steyr Tractor
2651,1835,Vienna,Industrials,Strabag
2652,1832,Klagenfurt,Consumer goods,Stroh
2653,1895,Wattens,Consumer goods,Swarovski
2654,2010,Vienna,Robotics,Taurob
2655,1998,Vienna,Telecommunications,Telekom Austria
2656,2010,Vienna,Consumer services,TourRadar
2657,2012,Graz,Consumer goods,Tushek&Spigel Supercars
2658,1922,Vienna,Financials,Uniqa
2659,1947,Vienna,Utilities,Verbund
2660,1824,Vienna,Financials,Vienna Insurance Group
2661,1938,Linz,Basic materials,Voestalpine
2662,1819,Vienna,Industrials,Wienerberger
2663,1950,Dornbirn,Industrials,Zumtobel Lighting Group
