founded,founders,headquarters,industry,key_people,name,number_of_employees,operating_income,revenue,services,total_assets,type,website
['1991'],['B. V. R. Mohan Reddy'],['Hyderabad'],['Conglomerate'],[],Cyient,"['10,000+ (2018)']",[],"[' ', ' (US$510\xa0million) (FY 2018)']",[],[],['Public'],"['www', '.cyient', '.com']"
['1981'],[],['Singapore'],"['IT, infocomm']",[],NCS Group,"['12,000', '[1]']",[],[],[],[],['Subsidiary'],['https://www.ncs.co/en-sg/']
['1975'],"['Dr. Lalit.S.Kanodia', 'Chairman']","['Mumbai', 'Maharashtra']","['IT services', 'IT consulting']",[],Datamatics Global Services Ltd,"['10,000+']",[],[' (US$140\xa0million)(2019)'],"['Business process outsourcing', 'Software']",[],['Public'],"['www', '.datamatics', '.com']"
['1991'],[],"['Pune, India']",['IT services'],[],Zensar Technologies Ltd,['11000+ (2022)'],[],[' '],"['Digital supply chain', 'artificial intelligence', 'cloud infrastructure', 'data management', 'enterprise applications']",[],['Public'],"['www', '.zensar', '.com']"
['13\xa0May 1992'],[],"['Noida', 'Uttar Pradesh']",['Information technology'],[],Coforge Ltd.,"['21000+ (2021)', '[3]']",[],"[' ', ' (US$810\xa0million) (FY2022)']","['Digital supply chain', 'Artificial intelligence', 'Cloud infrastructure', 'Data management', 'Enterprise applications']",[],['Public'],"['www', '.coforge', '.com']"
[],"[' (', ')', '(', ' & ', ')']","['Pune, Maharashtra']",['Automotive'],[],KPIT Technologies Limited,"['10,000+ (as of October 2022)', '[3]']",[],[' (US$300\xa0million)(FY2022)'],['Product engineering'],[],['Public'],"['www', '.kpit', '.com']"
['14 June 2012'],[],"['Vadodara', 'Gujarat', 'India']","['Engineering', 'Consulting']",[],L&T Technology Services,"['19,000+ (2020)']",[],"[' ', ' (US$820\xa0million)', ' (2022)']",[],[],['Public'],"['www', '.ltts', '.com']"
['Pune'],['Anand Deshpande'],"['Pune', 'Maharashtra']",['IT Services'],[],Persistent Systems,"['21,000+']",[],"[' ', ' (US$720\xa0million) (FY2022)']",[],[],['Public'],"['persistent', '.com']"
['1988'],[],"['San Jose, California']",['Computer Software'],[],"Cadence Design Systems, Inc.","['9,300 (Jan 2022)', '[1]']","[' US$0.78 billion (2021)', '[1]']","[' ', ' (2021)']",[],"[' US$4.39 billion (2021)', '[1]']",['Public company'],"['www', '.cadence', '.com']"
['2000'],[],"['Atlanta, Georgia']",['Financial data services'],[],"FleetCor Technologies, Inc.","['7,600 (2018)']","[' US$1.09 billion (2018)', '[2]']","[' ', 'US$', '2.433 billion', ' (2018)', '[2]']",[],"[' US$11.2 billion (2018)', '[2]']",['Public company'],"['www', '.fleetcor', '.com']"
"['April\xa021, 2011']",['Eric Yuan'],"['San Jose, California', ', U.S.']",[],[],"Zoom Video Communications, Inc.","['6,787 (2022)']",[' US$1.06 billion (2022)'],"[' ', ' (2022)']","['Videotelephony', 'Online chat', 'Business telephone systems']",[' US$7.55 billion (2022)'],['Public company'],[' ']
"['Richardson, Texas']",['Ed Iacobucci'],"[', U.S.']","['Cloud computing', 'Virtualization', 'Computer software']",[],"Citrix Systems, Inc.","['9,700 (December 2021)']",[' US$237\xa0million (2021)'],"[' ', ' (2021)']",[],[' US$6.98\xa0billion (2021)'],['Private'],"['www', '.citrix', '.com']"
['1998'],['Jonathan Seelig'],"['Cambridge, Massachusetts']","['Internet', 'Cloud computing']",[],"Akamai Technologies, Inc.","['8,800 (2021)']",[' $783 million (2021)'],[' $3.461 billion (2021)'],[],[' $8.138 billion (2021)'],['Public'],['akamai.com']
['1993'],[],"['Newtown, Pennsylvania']",['Software engineering'],[],"EPAM Systems, Inc.","['58,824 (Dec 2021)', '[2]']",[],"[' ', 'US$', '3.758 billion', ' (2021)', '[1]']","[' ', 'digital platform engineering', 'application development', 'enterprise application platforms', 'application testing', 'application maintenance and support', 'ASM and infrastructure services']",[],['Public company'],"['epam', '.com']"
['Research Triangle Park'],['David Gregory'],"['Mountain View, California']","['Integrated circuit', 'Self-driving car', 'Software as a service', 'Software Testing', 'Internet of Things']",[],"Synopsys, Inc.","['16,361 (2021)', '[3]']","[' US$734.8 million (2021)', '[3]']","[' ', ' (2021)']",[],"[' ', 'US$8.75 billion', ' (2021)', '[3]']",['Public'],"['synopsys', '.com']"
['Mill Valley'],['John Walker'],"['One Market Plaza', 'San Francisco, California']","['media & entertainment', 'manufacturing & industrial', 'bioscience']",[],"Autodesk, Inc.","['12,600 (January 2022)']","[' ', ' ', 'US$617.6 million', ' (2022)']","[' ', ' ', 'US$', '4.39 billion', ' (2022)']",[],"[' ', 'US$8.61 billion', ' (2022)']",['Public'],['autodesk.com']
"['1982', ' in Israel']","['Avinoam Naor', 'Boaz Dotan']","[', United States (corporate)', ' (registered office)']",['Software'],[],Amdocs Limited,"['31,000 (2022)', '[2]']",[' US$599 million (2021)'],"[' ', ' (2021)']",[],[' US$6.51 billion (2021)'],['Public company'],"['amdocs', '.com']"
"['Sunnyvale, California']",['Gary Hendrix'],"[', Arizona, U.S.', ', Czech Republic']",['Computer software'],[],Gen Digital Inc.,"['c.', '\u20092,700', '\xa0(2022)']","[' ', 'US$1.01 billion', '\xa0(2022)']","[' ', '\xa0(2022)']",['Computer security'],"[' ', 'US$6.94 billion', '\xa0(2022)']",['Public'],"['gendigital', '.com']"
['1971'],['B. Thomas Golisano'],"['Rochester, New York']","['Business Process Outsourcing', 'Human Capital Management']",[],"Paychex, Inc.","['c.', '\u200916,000', '\xa0(2022)']",[' US$1.84 billion (2022)'],"[' ', 'US$', '4.61 billion', ' (2022)']",['Payroll and HR services'],[' US$9.64 billion (2022)'],['Public company'],"['paychex', '.com']"
['2005'],['Nir Zuk'],"['Santa Clara, California']","['Network security', 'Cybersecurity', 'Cloud Computing']",[],"Palo Alto Networks, Inc.","['12,561 (July 2022)', '[5]']","[' ', 'US$−189 million', '[5]', '\xa0(2022)']","[' ', '\xa0(2022)']",[],"[' ', 'US$12.25 billion', '[5]', '\xa0(2022)']",['Public company'],"['paloaltonetworks', '.com']"
['1831'],[],"['Trieste', 'Italy']",['Financial services'],[],Assicurazioni Generali S.p.A.,"['74,621 (2021)', '[1]']","[' €5.85 billion (2021)', '[1]']",['€'],[],"[' €710 billion (2021)', '[1]']",['Public'],"['www', '.generali', '.com']"
['2007'],"['Luigi Damevino ', 'Cesare Goria Gatti', 'Roberto Biscaretti di Ruffia', 'Carlo Racca', 'Emanuele Cacherano di Bricherasio', 'Michele Ceriana Mayneri', 'Lodovico Scarfiotti', 'Alfonso Ferrero']","['Lingotto', 'Turin']",['Automotive'],[],FIAT Automobiles ,[],[],"['800,000,000 United States dollar (2012)\xa0']",[],[],"['Subsidiary', 'S.p.A.']",['fiat.com']
['27\xa0November 1962'],['Italian government'],"['Rome', 'Italy']",['Electric utility'],[],Enel S.p.A.,"['66,279 (2021)', '[5]']","['€7.7\xa0billion (2021)', '[2]']",['€'],[],[' €206.9\xa0billion (2021)'],['Società per azioni'],['www.enel.com']
['15\xa0May 1857'],[],"['Santander', 'Boadilla del Monte', 'Madrid']",['Financial services'],[],"Banco Santander, S.A.","[' 198,204 (2021)', '[1]']",[],[],[],"[' €1.666\xa0trillion (2021)', '[1]']",['Sociedad Anónima'],"['www', '.santander', '.com']"
['22\xa0July 2008'],[],"['La Défense', 'France']",['Electric utility'],[],Engie SA,"['171,100 (2019)']","[' €5.7\xa0billion (2019)', '[1]']",['€'],[],"[' €159.8\xa0billion (2019)', '[1]']",['Société Anonyme'],"['engie', '.com', '/en']"
"['1848', "" (Comptoir National d'Escompte de Paris, predecessor of BNP)"", '1872 (Banque de Paris et des Pays-Bas, later called Paribas)', '2000 (as BNP Paribas)']",[],"['Boulevard des Italiens', 'Paris', 'France']",['Financial services'],[],BNP Paribas S.A.,"['190,000 (2022)', '[2]']","[' €12.2\xa0billion (2021)', '[2]']",['€'],[],"[' €2.6\xa0trillion (2021)', '[2]']",['Société Anonyme'],['group.bnpparibas']
"['Berlin', 'Kingdom of Prussia']",['Werner von Siemens'],"['Munich', 'Berlin']",['Conglomerate'],[],Siemens Aktiengesellschaft,"['303,000 (2021)', '[2]']","[' €7.496 billion (2021)', '[2]']",[' €62.265 billion (2021)'],"['Business services', 'financing', 'project engineering', 'construction']","[' €139.608 billion (2021)', '[2]']",['Public'],"['www', '.siemens', '.com']"
['1816'],[],['Paris'],['Financial services'],[],AXA S.A.,"['149,000 (2021)', '[2]']","[' €5.91 billion  (2021)', '[2]']",['€'],[],"[' €775.5 billion (2021)', '[2]']",['Public'],"['www', '.axa', '.com']"
['5 February 1890'],['Carl von Thieme'],['Munich'],['Financial services'],[],Allianz,"['155,411 (2021)', '[1]']","[' €13.40\xa0billion (2021)', '[1]']",['€'],[],"[' €1.14\xa0trillion (2021)', '[1]']",['Public'],"['allianz', '.com']"
['27\xa0July 1927'],['Giovanni Agnelli'],"['Amsterdam', 'Netherlands']",['Holding company'],[],Exor N.V.,"['74,353 (approx) (2021)', '[1]']",[],[' €33.617 billion (2021)'],[],"[' €91.111 billion (2021)', '[1]']","['Public', 'N.V.']",['exor.com']
['1\xa0January 1958'],"['Marcel Fournier', 'Jacques Defforey']","['Massy', 'Essonne']","['Retail', 'Wholesaling']",[],Carrefour,"['\n', ' 319,565 ', '(2021)', '[1]', '\n', ' 115,310 (', 'Latam', ')', ' 191,707 (', 'Europe', ')', ' 12,548 (', 'Asia', ')', '\n']","['\n', ' €2.27\xa0billion (2021)', '[2]', '[1]', '\n', ' 768 million (Latam)\n', ' 757 million (France)\n', ' 718 million (Europe)\n', ' 78 million (Taiwan)\n', ' ', '-', '49 million (global functions)\n', '\n']","[' 35.28 billion (France)\n', ' 21.28 billion (Europe)\n', ' 13.89 billion (Latam)\n', ' 2.49 billion (Taiwan)\n']","['Cash and carry', 'warehouse club', 'discount store', 'hypermarket', 'supercenter', 'superstore', 'supermarket']","[' €47.67\xa0billion (2021)', '[2]']",['Société anonyme'],['www.carrefour.com']
"['January\xa02,\xa01908']",[],['Ottawa'],['Coin mintage'],[],Royal Canadian Mint,"['1,280 (2016)', '[2]']","[' $34.563', '\xa0', 'million (2016)', '[2]']","[' $2,641.4', 'million (2016)']","['assay', 'coin production']","[' $444.097', '\xa0', 'million (2016)', '[2]']","['Crown corporation', 'Low-rise']",[' ']
['1968'],[],['Singapore'],['Metalworking'],[],Singapore Mint,[],[],[],[],[],[],[]
['Balerna'],[],"['Balerna', 'Switzerland']",['Refining'],[],Valcambi,['155'],[],[],[],[],['S.A. (corporation)'],"['www', '.valcambi', '.com']"
"['1001 ', ' 1925 as the Royal Hungarian State Mint']",[],"['Budapest', 'Hungary']",['Coin'],[],Hungarian Mint,[],[],[],[],[],['Government-owned company'],"['www', '.penzvero', '.hu']"
['1989'],[],[],[],[],Austrian Mint,[],[],[],[],[],[],['www.muenzeoesterreich.at']
[' AD'],[],"['Llantrisant', 'Rhondda Cynon Taf']",['Coin'],[],The Royal Mint Limited,['900+'],"[' £14.5 million (2017)', '[2]']",[' £506 million (2017)'],[],"[' £71.9 million (2017)', '[2]']","['State-owned', 'limited company']","['www', '.royalmint', '.com']"
"['1926 (original foundation of Daimler-Benz)', '2007 (foundation of Daimler AG)']",[],"['Stuttgart', 'Germany']",['Automotive'],[],Mercedes-Benz Group,"[' 172,425 (2021)', '[1]']","[' €16.0 billion (2021)', '[1]']","[' €133,9 billion (2021)']",[],"[' €258.8 billion (2021)', '[1]']",['Public'],"['group', '.mercedes-benz', '.com']"
['1989'],[],"['Brussels', 'Belgium']","['Metals', 'Mining']",[],Umicore SA,"['10,224 ', '(2018)', '[5]']","['€524.1 million ', '(2012)', '[4]']",['€'],[],"['€3.512 billion ', '(end 2010)', '[4]']","['Public', 'S.A.']",['www.umicore.com']
['1962'],[],"['Sofia', 'Bulgaria']",['Cinematography'],[],Nu Boyana Film Studios,[],[],[],[],[],[],"['nuboyana', '.com']"
['2011'],[],"['Shiner, Texas', 'United States']",['Precious metals'],[],Texas Precious Metals,[],[],"['2013: $180.1M', '2014: $153.2M']",[],[],['Private'],['www.texmetals.com']
['1996'],['Gert Verhulst'],['Schelle'],['Family Entertainment'],[],Studio 100 NV,[],[],[],[],[],['Joint-stock company'],"['www', '.studio100group', '.com']"
['1926'],[],"['Minsk', 'Belarus']","['Motion pictures', 'Animated films']",[],Belarusfilm,[],[],[],[],[],['Corporation'],[]
['2003'],['Faridur Reza Sagar'],['Bangladesh'],[],[],Impress Telefilm,[],[],[],[],[],['Media and Entertainment Company'],[]
"['December\xa025, 1998']",['Roberto Marinho'],"['Rio de Janeiro', 'RJ']",[],[],Globo Filmes,[],[],[],[],[],['Private'],['Official website']
['1881'],[],['Cape Town'],['Oil and gas'],[],Engen Petroleum Limited,"['3,485 (2017)', '[2]']","['R5.155 million (2017)', '[2]']",['R70 033 million (2017)'],[],"['R40.878 million (2017)', '[2]']",['Public'],['engen.co.za']
['June 2012'],['Jeremias Kangas'],['Helsinki'],[],[],LocalBitcoins,['100+'],[],[],[],[],[],"['localbitcoins', '.com']"
"['July\xa028, 2011']",[],[],[],[],Kraken,[],[],[],[],[],['Cryptocurrency exchange'],"['kraken', '.com']"
['2013'],['Leon Li'],['Seychelles'],['Bitcoin exchange'],[],Huobi,[],[],[],[],[],['Public'],"['www', '.hbg', '.com']"
['July 2013'],[],['Netherlands\xa0'],['Bitcoin mining pool'],[],GHash.io,[],[],[],[],[],[],['\xa0']
['1999'],[],"['Patras', 'Greece']",['Food and Beverage'],[],Coffee Island,[],[],[],[],[],['Franchise'],['https://www.coffeeisland.gr/en/']
"['December\xa014, 1992', ' Edina, Minnesota, United States']",[],"['Brooklyn Center', 'Minnesota', 'U.S.']","['coffee', 'tea']",[],Caribou Coffee Company,"['7,000+', '[3]']",[],[],[],[],['Private'],"['www', '.cariboucoffee', '.com']"
"['Cincinnati, Ohio']",['Bernard Kroger'],"['Cincinnati, Ohio', 'U.S.']",['Retail'],[],The Kroger Company,"['465,000 (2022)', '[4]']","[' ', 'US$3.477 billion', ' (2022)', '[3]']","[' ', ' ', 'US$', '137.888 billion', ' (2022)', '[3]', ' ']",[],"[' ', 'US$49.086 billion', ' (2022)', '[3]']",['Public'],"['www', '.thekrogerco', '.com', 'www', '.kroger', '.com']"
['1995'],[],"['Seattle', 'Washington']",['Restaurants'],[],Caffè Vita Coffee Roasting,['100'],[],[],[],[],['Private'],['www.caffevita.com']
['1993'],[],"['Ocean Financial Centre', 'Singapore']",['Commodity'],[],Trafigura Group Pte. Ltd.,"['8,619 (2020) ', '[3]']","['1,491,700,000 United States dollar (2018)\xa0']","['US$', 'FY']","['Commodity trading', 'logistics']","[' US$90.1 billion (FY2021)', '[3]', '[4]']",['Private'],['trafigura.com']
"['December\xa01, 2000']","['Aaron Burr', 'Balthazar P. Melick', 'John Pierpont Morgan', 'John Thompson']",['383 Madison Avenue'],['Financial services'],[],JPMorgan Chase & Co.,"[' 288,474', '[1]', '\xa0(2022)']",[' US$59.56 billion\xa0(2021)'],['US$'],[],[' US$3.77 trillion\xa0(2022)'],['Public'],"['www', '.jpmorganchase', '.com']"
"['20\xa0February 1974', ' (as Hon Hai Precision Industry Co., Ltd.)']",['Terry Gou'],"['Tucheng District', 'New Taipei', 'Taiwan']",['Electronics'],[],Hon Hai Precision Industry Co. Ltd.,"[' 1,290,000 (2020)', '[2]']","['NT$193.57 billion (2021)', '[1]']",['US$ 175 billion (2021)'],['Electronics manufacturing services'],"['NT$3.908 trillion (2021)', '[1]']",['Public'],"['www', '.honhai', '.com', '/en-us', '/']"
['1976'],['JoAnne and Julius Shaw'],"['Flushing, Michigan']","['Coffee Chain, Coffee Roaster, Franchisor']",[],"Coffee Beanery, Ltd.",['35'],[],['~$14 million'],"['Manufacturing, Franchising & Retail']",[],['Limited liability company'],['http://www.coffeebeanery.com/']
['1984'],[],"['Beijing', 'China']",['Financial services'],[],Industrial and Commercial Bank of China Limited,"[' 434,798 ', '(2022)', '[9]']","[' ', '¥369.32\xa0', 'billion', '\xa0', 'RMB', '$53.68\xa0billion ', '(2018)', '[5]']","[' ', '$105.4\xa0billion ']",[],"[' ', '¥27.70\xa0', 'trillion', '\xa0', 'RMB', '  US$4027.44\xa0billion ', '(2018)', '[7]']","['Public', 'State-owned']",['icbc.com.cn']
"['Tokyo', 'Japan']",[],"['Nihonbashi-honcho', 'Chūō-ku', 'Tokyo', 'Japan']",['Pharmaceutical'],[],"Daiichi Sankyo Company, Limited","['15,348 (as of March 2020)']",[],"['USD', 'FY', 'JPY', 'FY']",[],[],"['Public', 'KK']",['http://www.daiichisankyo.com']
['New York City'],"['John McKesson', 'Charles Olcott']","['Irving, Texas']",['Healthcare'],[],McKesson Corporation,"['c.', '\u200975,000', ' (2022)', '[1]', ':\u200a9\u200a']","[' ', 'US$1.29 billion', ' (2022)', '[1]', ':\u200a70\u200a']","[' ', 'US$', '263.97 billion', ' (2022)', '[1]', ':\u200a70\u200a']",[],"[' ', 'US$63.30 billion', ' (2022)', '[1]', ':\u200a72\u200a']",['Public'],['McKesson.com']
"['June\xa022, 1987']",[],"['Foster City, California']","['Pharmaceutics', 'Biotechnology']",[],"Gilead Sciences, Inc.","[' 14,400', '[2]', '\xa0(2021)']","[' ', 'US$9.92 billion', '[2]', '\xa0(2021)']","[' ', '\xa0(2021)']",[],"[' ', 'US$67.95 billion', '[2]', '\xa0(2021)']",['Public'],[]
['1952'],[],"['Parsippany, New Jersey']",['Pharmaceutical'],[],Zoetis Inc.,"['c.', '\u200912,100', '\xa0(Dec 2021)']","[' ', 'US$2.76 billion', ' (2021)']","[' ', ' (2021)']",[],"[' ', 'US$13.9 billion', ' (2021)']",['Public'],['Zoetis.com']
['Suwon'],[],['Samsung Digital City'],"['Electronics', 'Semiconductors', 'Information technology', 'Artificial intelligence', 'Automation', 'Home appliances', 'Medical devices', 'Internet of things', 'Robotics']",[],"Samsung Electronics Co., Ltd.","['266,673 (December 2021)', '[4]']","[' ₩51.63\xa0trillion (2021)', '[2]']",['₩'],[],"[' ₩426.6\xa0trillion (2021)', '[2]']",['Public'],['samsung.com']
['1941'],['Homer Stryker'],"['Kalamazoo', 'Michigan', 'U.S.']",['Medical technology'],[],Stryker Corporation,"['46,000 (2021)', '[1]']","[' ', 'US$', '2.281 billion (2021)']","[' ', '17.108 billion (2021)']",[],[],['Public'],"['stryker', '.com']"
['Shell Centre'],"['Marcus', 'Samuel Samuel', 'Jean B.A. Kessler', 'Henri Deterding']",['Shell Centre'],"['Energy', 'Petroleum']",[],Shell plc,"['86,000', '[2]', '\xa0(2022)']","[' US$33.4 billion', '[1]', '\xa0(2021)']","[' US$261.5 billion', '\xa0(2021)']",[],"[' US$404.4 billion', '[1]', '\xa0(2021)']",['Public limited company'],"['www', '.shell', '.com']"
['18\xa0August 1999'],"['Subroto Bagchi', 'Krishnakumar Natarajan', 'Anjan Lahiri']",['Global Village Tech Park'],"['Information technology', 'Consulting', 'Outsourcing']",[],Mindtree,"['38,518 (July 2022)']","[' ', '₹', '1,953.5 crore', ' (US$240\xa0million) ', '[3]', '\xa0(2022)']","[' ', ' (US$1.3\xa0billion) ', '\xa0(2022)']",[],"[' ', '₹', '5,156.60 crore', ' (US$650\xa0million) ', '[4]', '\xa0(2020)']",['Public'],"['www', '.mindtree', '.com']"
"['1991 (as Shenyang Neu-Alpine Software Co., Ltd)']",[],"['Shenyang', 'China', 'Shanghai']",['Software Development'],[],Neusoft Corporation,"['20,000 (2015)', '[3]']",[],"['RMB 6,960 million (2012)', '\n', '\n', 'RMB 4,937 million (2010)']","['Application Development and Maintenance', 'Business Process Outsoursing', 'ERP Consulting and Implementation', 'IT Infrastructure Service', 'IT Education and Training', 'Professional Testing and Performance Engineering', 'Software Globalization and Localization', 'Telemedicine', 'Telematics', 'Xiang']",[],['Publicly held company'],['www.neusoft.com']
['1995'],[],"['Dalian', 'China']",['Information technology'],[],Pactera Technology International Ltd.,"['30,000 (2017)', '[1]']",[],[],[],[],[],['www.pactera.com']
['1973'],[],['Paris'],"['Pharmaceuticals', 'Biotechnology', 'Healthcare']",[],Sanofi S.A.,"['95,442', '[1]', '\xa0(2021)']","[' €8.13 billion', '[1]', '\xa0(2021)']",['€'],[],"[' €120.24 billion', '[1]', '\xa0(2021)']",['Société Anonyme'],"['sanofi', '.com']"
['6\xa0April 1999'],[],['Cambridge'],"['Pharmaceutical', 'Biotechnology']",[],AstraZeneca plc,"['76,100 (2020)', '[1]']","[' US$1.056\xa0billion (2021)', '[1]']",['US$'],[],"[' US$105.363\xa0billion (2021)', '[1]']",['Public limited company'],"['www', '.astrazeneca', '.com']"
['23 December 1996'],[],['Mumbai'],"['Information technology', 'Consulting', 'Outsourcing']",[],Larsen & Toubro Infotech Limited,"['35,991 (2021)', '[2]']","[' ', '₹', '2,667 crore', ' (US$330\xa0million) (2021)', '[2]']",[' (US$1.6\xa0billion) (2021)'],[],"[' ', '₹', '8,824 crore', ' (US$1.1\xa0billion) (2020)', '[2]']",['Public'],"['www', '.lntinfotech', '.com']"
['1998'],"['Jerry Rao', 'Jeroen Tas']","['Bangalore', 'Karnataka']","['Information technology', 'Consulting', 'Outsourcing']",[],Mphasis Limited,"['29,473 (June 2021)', '[5]']","['₹', '1,217 crore', ' (US$150\xa0million) (FY 21)', '[2]']","[' ', ' (US$1.2\xa0billion) (FY 21)']",[],"['₹', '5,181 crore', ' (US$650\xa0million) (FY 21)', '[3]']",['Public'],"['www', '.mphasis', '.com']"
['27\xa0December 2000'],[],['London'],"['Pharmaceutical', 'Biotechnology']",[],GSK plc,"['94,000 ', '(2022)', '[2]']","[' ', '£6.201\xa0billion', '[1]', ' ', '(2021)']","[' ', ' ']",[],"[' ', '£79.103\xa0billion', '[1]', ' ', '(2021)']",['Public limited company'],"['www', '.gsk', '.com']"
['1992'],"['James Lau', 'Michael Malcolm']","['San Jose, California']","['Cloud Computing', 'Storage Device']",[],"NetApp, Inc.","['11,000\xa0(2021)']",[' US$1.03 billion (2021)'],"[' ', ' (2021)']",[],[' US$9.36 billion (2021)'],['Public company'],[' ']
"['Windsor', 'Connecticut']",['William C. Stone'],"['Windsor, Connecticut', ', U.S.']","['Financial Technology', 'Software Products']",[],"SS&C Technologies Holdings, Inc.","['24,900 (December 2021)']","[' ', 'US$1.242 billion', ' (2021)']","[' ', ' (2021)']",[],"[' ', 'US$17.33 billion', ' (2021)']",['Public company'],"['www', '.ssctech', '.com']"
['2007'],[],"['Lake Success, New York']",['Financial technology'],[],"Broadridge Financial Solutions, Inc.","['13,000', '[2]', '\xa0(2021)']","[' ', 'US$', '0.678 billion (', 'Fiscal Year Ended June 30, 2021', ')', '[2]']",['US$'],[],"[' ', 'US$', '8.119 billion (', 'Fiscal Year Ended June 30, 2021', ')', '[2]']",['Public company'],"['broadridge', '.com']"
['March\xa02005'],"['Dave Duffield', 'Aneel Bhusri']","['Pleasanton, California', 'U.S.']","['Cloud computing', 'Enterprise software']",[],"Workday, Inc.","['17,500 (November 2022)']","[' ', 'US$', '-116.5 million (2021)']","[' ', '5.14 billion (2021)']","['Software', 'Cloud']","[' ', 'US$', '10.50 billion (2021)']",['Public'],['workday.com']
['2003'],"['David Loo', 'Don Goodliffe', 'Bow Ruggeri']","['Santa Clara, California']",['Enterprise software'],[],"ServiceNow, Inc.","['16,881', '[1]', '\xa0(Dec 2021)']","[' ', 'US$257 million', ' (2021)', '[1]']","[' ', 'US$', '5.9 billion', ' (2021)', '[1]']","['Cloud computing', 'IT service management']","[' ', 'US$10.8 billion', ' (2021)', '[1]']",['Public'],"['www', '.servicenow', '.com']"
['2000'],[],['Essen'],['Electric utility'],[],E.ON SE,"['72,169 (2021)', '[1]']","[' €5.305\xa0billion (2021)', '[1]']",['€'],"['Electricity generation', 'distribution', 'exploration', 'production']","[' €119.759\xa0billion (2021)', '[1]']",['Societas Europaea'],"['www', '.eon', '.com']"
['1991 through merger'],[],['Amsterdam'],['Financial services'],[],ING Groep N.V.,"['55,901 ', '(2020)', '[2]']","['€3.81 billion ', '(2020)', '[2]']",['€'],[],"['€937.28 billion ', '(2020)', '[2]']",['Naamloze vennootschap'],"['ing', '.com']"
[],[],"['Hay Street', 'East Perth']",[],[],Perth Mint,['516\xa0(2021)'],[],['\xa0(2021)'],[],[],['State Registered Place'],[' ']
['1977'],[],"['Castel San Pietro', 'Switzerland']",['Precious metals'],[],PAMP SA,[],[],[],[],[],['MKS (Switzerland)'],['www.pamp.ch']
['2011'],['Abdul Aziz'],"['Dhaka', 'Bangladesh']",['Entertainment'],[],Jaaz Multimedia,[],[],[],[],[],['Private'],[]
['10\xa0February 1953'],[],"['Rome', 'Lazio', 'Italy']",['Oil and gas'],[],Eni,"[' 32,689 (2021)', '[1]']","[' €12.341 billion (2021)', '[1]']",[' €76.575 billion (2021)'],[],"[' €137.76 billion (2021)', '[1]']",['Società per azioni'],"['www', '.eni', '.com']"
"['1957, in London']",[],"['London', 'United Kingdom']",[],[],Sharps Pixley,[],[],[],[],[],['bullion house'],"['sharpspixley', '.com']"
"['Dhaka', 'Bangladesh']",['Ananta Jalil'],"['Dhaka', 'Bangladesh']",['Entertainment'],[],Monsoon Films,[],[],[],[],[],['Private'],"['monsoonfilmsbd', '.com']"
['1993'],['Michael Hirsh'],"['Melbourne', 'Australia']",['Production company'],[],Working Dog Productions Pty. Ltd.,[],[],[],[],[],['Private company'],"['www', '.workingdog', '.com', '.au']"
['1965'],[],"['Cape Town, Western Cape', 'South Africa']",['Oil and gas industry'],[],PetroSA,"['1,594\xa0(2017)']","['R', ' (1.165) Billion\xa0(2017)']",['R'],[],"['R', ' 17.158 Billion\xa0(2017)']",['Public'],"['www', '.petrosa', '.co', '.za']"
['1954'],['Roc Kirby'],['The Jam Factory'],"['Media', 'Entertainment']",[],Village Roadshow Limited,[],[],"[' ', '1.003 billion (2017)']",[],[],['Public'],['www.villageroadshow.com.au']
['1950'],[],['Sandton'],"['Oil and gas', 'Chemical', 'Nuclear', 'Coal tar']",[],Sasol Limited,"['30,100', '[', 'citation needed', ']']",['$(7.15) billion (2020)'],['$12.26 billion (2020)'],[],[],['Public'],"['www', '.sasol', '.com']"
['1977'],[],"['Abuja', 'FCT']",['Oil and gas'],[],Nigerian National Petroleum Company,[],[],[],[],[],['State-owned enterprise'],"['nnpcgroup', '.com']"
['2010'],"['Olalekan (""Lekan"") Akinyanmi']","['Cayman Islands', 'London', 'Lagos']",['Financing Oil and gas industry'],[],Lekoil Limited,[],[],[],['Shareholding in oil exploration and production companies with interests in Africa.'],[],['Limited company'],"['www', '.lekoilplc', '.com']"
['May\xa02019'],['Sam Bankman-Fried'],"['Nassau', 'New Providence', 'The Bahamas']",['Cryptocurrency'],[],FTX,"['c.', '\u2009300', ' (2022)', '[4]']","[' ', 'US$272 million', ' (2021)', '[3]']","[' ', ' (2021)']",[],[],[],"['ftx', '.com']"
[],[],"['London', 'England', 'UK']",['Coffee shops'],[],Caffè Nero Group Ltd.,"[' 5,000']",[],['GBP'],[],[],['Private company limited by shares'],"['www', '.caffenero', '.com']"
['2015'],['Barry Silbert'],"['Stamford, Connecticut']",['Asset management'],[],Digital Currency Group Inc.,[],[],[],[],[],['Privately held company'],"['dcg', '.co']"
"['New York City', 'United States']","['Don R. Wilson, Sunil Hirani, Yuval Rooz, Eric Saraniecki, and Shaul Kfir']","['New York City', 'United States']",['Distributed Ledger Technology'],[],Digital Asset,[],[],[],[],[],[],"['digitalasset', '.com']"
"['October\xa025, 2015']",[],[],[],[],Gemini,[],[],[],[],[],['Cryptocurrency exchange'],"['www', '.gemini', '.com']"
['1991'],[],"['London', 'United Kingdom']",['Fairtrade beverages'],[],Cafédirect PLC,[],[],[],[],[],['Public'],"['cafedirect', '.co', '.uk']"
