categories,change_1_day,change_1_year,country,id,market_cap,name,rank,share_price
,0.00%,1.30%,USA,272639d595de4ba0ab653d38a7023145,$79.24 M,Kins Technology Group,6688,$10.11
['Retail'],-2.45%,-34.33%,India,c25cae755d0a41c38fc6e97cf8c67d1f,$79.37 M,Spencer's Retail,6687,$0.88
"['Software', 'Tech', 'Biotech']",4.22%,-76.37%,Israel,e0ab4c0889e041198d90e0e0fe67d0c1,$79.39 M,Compugen,6686,$0.86
"['Gambling', 'Entertainment']",-7.43%,-72.54%,UK,d141680e452c48788904c48124a8aab9,$79.64 M,Gan,6685,$1.87
['Diagnostics and Testing'],-1.53%,-73.34%,USA,d81dc2ec54304b8d832209c5aca94a66,$53.44 M,Oncocyte,6800,$0.45
"['Pharmaceuticals', 'Biotech']",11.21%,-85.73%,USA,967ec87461984b3ab1e6c7fd5dea8a43,$53.51 M,Talaris Therapeutics,6799,$1.29
['Entertainment'],0.00%,-35.37%,India,29ef51c7089c47dfad9b3514df4641ce,$53.77 M,Balaji Telefilms,6798,$0.53
['Energy'],-1.87%,,USA,12e0734dc2284836bcc128aa40ee8ce5,$53.94 M,Asp Isotopes,6797,$1.57
"['Tech', 'Robotics']",1.75%,-19.44%,Israel,fa1168410d3e40eb926cea4a09d6fa8f,$53.95 M,Rewalk Robotics,6796,$0.87
"['Video games', 'Entertainment']",1.03%,-18.97%,Sweden,6efdf935f1cb4b3e9927974413a93794,$54.02 M,Mag Interactive,6795,$1.88
"['Transportation', 'Maritime transportation', 'Oil&Gas']",3.93%,-81.30%,,5e6ccfb35f5548e5af1a5019c830299a,$54.16 M,Imperial Petroleum,6794,$0.28
"['Video games', 'Entertainment', 'Tech']",1.25%,-7.66%,Japan,cc83e805f8c544b59563d3376381bbca,$54.31 M,Mobile Factory,6793,$6.87
"['Internet', 'Tech']",5.83%,-89.97%,China,364d30e3a8604589b64457b68c992d01,$54.32 M,Renren,6792,$2.18
"['Entertainment', 'Esports']",2.20%,-22.78%,USA,38dea080ccbc472295294733a0a64f85,$54.32 M,Allied Esports,6791,$1.39
"['Pharmaceuticals', 'Biotech']",3.07%,-66.06%,USA,cd59703edb104920985f1cf7b2d4447f,$54.86 M,Scynexis,6790,$1.68
"['Video games', 'Entertainment']",3.51%,-60.00%,Australia,eaf29ce71be24c258ed09445a9b54786,$55.17 M,Icandy Interactive,6789,$0.04000
,-0.20%,-18.88%,USA,5d17a10e110349a0820cdae2ae991cd7,$55.25 M,Virtra,6788,$5.07
"['Mining', 'Gold mining']",-0.66%,-93.35%,UK,f4fc72e8dfe14fc493ce6c736b8a8f6e,$55.5 M,Petropavlovsk,6787,$1.40
"['Advertising', 'Video games', 'Entertainment']",0.00%,-60.00%,Canada,a31a565f6d214f848632c4148e33983f,$55.5 M,Popreach,6786,$0.20
"['Pharmaceuticals', 'Biotech']",5.56%,-50.97%,USA,858f32bf20c8495db36e948445724995,$55.54 M,Brainstorm Cell Therapeutics,6785,$1.52
['Pharmaceuticals'],10.38%,-88.59%,USA,a3a4d619ce444b3b933092a018000dd0,$35.41 M,Vistagen Therapeutics,6900,$0.17
"['E-Commerce', 'Tech', 'Software', 'Financial services']",0.49%,,Malaysia,3e7b9c338a3c48d69815a4904c88d300,$35.44 M,Treasure Global,6899,$2.05
['Beverages'],-3.00%,-77.35%,USA,278136cfcb4748889dfea0f5350f299f,$35.87 M,Alkaline Water Company,6898,$0.24
"['Clothing', 'Manufacturing']",0.00%,,Cambodia,8bf07c0a967d4f3388f73d2c09dd8694,$35.95 M,Grand Twins International Cambodia,6897,$0.90
"['Manufacturing', 'Renewable energy', 'Energy']",-1.50%,-37.66%,USA,abd468b132064a52bf87971e683a2f6e,$36.11 M,Capstone Green Energy,6896,$1.97
"['Pharmaceuticals', 'Biotech']",1.63%,-32.81%,Canada,21049955bf474607a73f53526550138e,$36.27 M,Acasti Pharma,6895,$0.81
['Biotech'],-3.10%,-61.48%,USA,05864d50b3fa4065bea1674cf6e26759,$36.46 M,Cryo-cell,6894,$4.28
,-1.52%,-44.44%,India,202d202ab23f4a9285c5eaf0a5bdb0a9,$36.46 M,Mep Infrastructure,6893,$0.20
"['Pharmaceuticals', 'Biotech']",-3.36%,225.00%,USA,70bf077fa9ef412c99995c52c31f4026,$36.66 M,Biora Therapeutics,6892,$4.03
"['IT security', 'Tech', 'Software']",1.03%,-88.88%,USA,f576433a55664d3182d77606256655ee,$36.78 M,Ironnet,6891,$0.35
"['Video games', 'Entertainment']",0.00%,-28.57%,China,a0fd8afb1e344e57b0560f84b0e00707,$36.81 M,Boyaa Interactive,6890,$0.05000
['Advertising'],0.56%,-28.42%,USA,9137b4f8efba48aa91dcdcbe9c49db76,$36.97 M,Inuvo,6889,$0.31
"['Video games', 'Entertainment']",-1.94%,-71.13%,Sweden,ad27a4f98570498caee822f454a56ea9,$37.28 M,Zordix,6888,$0.82
"['Pharmaceuticals', 'Biotech']",5.07%,3.20%,USA,2ecebc03ae6c4e65986ccc02752c63a6,$37.46 M,Monopar Therapeutics,6887,$2.90
"['Software', 'Tech', 'Automotive Suppliers']",2.31%,-58.56%,Israel,3f0e0685def34ec180d7afb363d95540,$37.47 M,Foresight Autonomous Holdings,6886,$0.58
"['Food', 'Food Delivery', 'Internet']",7.01%,-87.85%,USA,3e2ee3f8eb484660ae6c5e54d37d62d4,$37.99 M,Blue Apron Holdings,6885,$0.96
,0.28%,-57.01%,USA,4632d8a41e7a42e390c3dfb92155f395,$20.75 M,India Globalization Capital,7000,$0.39
"['Esports', 'Entertainment']",-6.36%,,USA,0fcab88862094dc6ab2a0d3044080cb3,$21.03 M,Mobile Global Esports (mogo),6999,$1.03
['Furniture'],-0.44%,-42.05%,USA,9429405bb4d74d16932bb0a719566fd5,$21.47 M,Fgi Industries,6998,$2.26
"['Video games', 'Tech']",-1.13%,-32.45%,Japan,98c36c68c1364a62ba799968cbb5d7c4,$21.51 M,Nj Holdings,6997,$4.06
"['Pharmaceuticals', 'Biotech']",-0.54%,-21.86%,USA,33583229bfa5415b9307f60bbcb0c6e6,$21.67 M,Soligenix,6996,$0.50
"['Video games', 'Entertainment', 'Tech']",1.33%,-16.49%,Japan,590767acec324f6da9f81953fab9704a,$22.17 M,Wonderplanet,6995,$8.86
['Medical devices'],-0.67%,279.49%,USA,657db0a8cc0d42f7bfc0457b991c9d40,$22.24 M,Conformis,6994,$2.96
"['Pharmaceuticals', 'Biotech']",1.92%,-84.75%,USA,9c14f1e9d5944d1a8a9b0b05bcc54e1a,$22.46 M,Vincerx Pharma,6993,$1.06
['Tech'],0.59%,-29.34%,USA,44933027cc2248a19a1b6b873ea9f5b6,$22.47 M,Ekso Bionics,6992,$1.71
"['Biotech', 'Pharmaceuticals']",2.34%,63.75%,USA,12c327f105304f63815f0dc85d9a5e88,$22.54 M,Athersys,6991,$1.31
"['Pharmaceuticals', 'Biotech']",-1.52%,400.00%,USA,f1799b51229f4721a55f5db89e414400,$22.68 M,Rockwell Medical,6990,$1.95
['Pharmaceuticals'],5.31%,-5.93%,USA,1bcaafa552b54c788a525083374020bf,$22.71 M,Bellerophon Therapeutics,6989,$2.38
"['Tech', 'Ridesharing', 'Transportation']",-4.35%,-98.29%,United Arab Emirates,8ca4356b30a9453da4e776a988bfd69e,$22.87 M,Swvl Holdings,6988,$0.17
"['Video games', 'Entertainment']",1.68%,23.76%,Japan,3f8bb7bfe6744c94a8c2e87ef7fada03,$23 M,Edia,6987,$3.75
"['Electricity', 'Energy']",2.89%,-33.33%,USA,fd9a6cd8f40144e1adaeb7dcc5731286,$23.05 M,Polar Power,6986,$1.78
"['Automakers', 'Electric Vehicles', 'Specialty Vehicles']",0.94%,,USA,b111ee2433dc47e5bf8e20ca7672a52f,$23.15 M,Phoenix Motor,6985,$1.13
['Cannabis'],9.75%,-91.18%,USA,cad6daccc0bd457b887056da6ae9e298,$12.27 M,Agrify,7100,$0.59
"['Video games', 'Entertainment']",-7.14%,-75.00%,Canada,10646482e6034e3c889bef63de5afb43,$12.29 M,Playgon Games,7099,$0.05000
['Financial services'],5.64%,-66.99%,USA,1c94b8d640ad4971a7feedffca3f5268,$12.43 M,Impac Mortgage Holdings,7098,$0.34
"['Diagnostics and Testing', 'Biotech']",0.97%,-63.08%,USA,ce672c4e81f94a4da9d06b9da8c59d2f,$12.6 M,Chembio Diagnostics,7097,$0.34
['Insurance'],-0.43%,63.68%,USA,087635b2821f459ba56b9fdf2db0106f,$12.62 M,Hallmark Financial Services,7096,$6.94
"['Pharmaceuticals', 'Biotech']",-5.00%,,USA,23fe6af2c6c44dc08d83fc3310b1be38,$12.72 M,Bioaffinity Technologies,7095,$1.52
"['Pharmaceuticals', 'Biotech']",0.12%,-89.54%,USA,6775e066d9814f8ba89debfab651ae4f,$12.8 M,Jaguar Health,7094,$0.08470
"['Agriculture', 'Food']",10.14%,-85.75%,USA,8a5f7c05ea4e4a62a6e625a66fdd9057,$12.94 M,Calyxt,7093,$0.26
,-2.04%,-68.09%,India,b7db063666d34c8d8bd246c31dfba91a,$12.96 M,Future Supply Chain Solutions,7092,$0.30
['Tech'],0.48%,-93.17%,Australia,2b62936cab6c4686849ba8251833abe1,$13 M,Imte,7091,$0.82
"['Video games', 'Entertainment']",0.32%,-31.74%,,f25d9f972cc14c35ba63131213a5ce66,$13.05 M,Virtual Interactive Technologies,7090,$1.57
"['Beverages', 'Alcoholic beverages']",9.56%,-82.69%,USA,a4ad41e1cf974359978d3ba4a5d12eae,$13.11 M,Fresh Vine Wine,7089,$1.03
"['Batteries', 'Electricity']",-3.98%,,USA,31a54c13f4c0468ea61781464c1b2003,$13.12 M,Expion360,7088,$1.93
['Pharmaceuticals'],3.18%,-48.16%,USA,1af1dfbf5ab64f5b9b58eb8edf34f654,$13.21 M,Diffusion Pharmaceuticals,7087,$6.48
"['Pharmaceuticals', 'Biotech']",-4.58%,-64.82%,USA,4b9490319bc44c9fa2033e887e46eebb,$13.26 M,Aileron Therapeutics,7086,$2.92
['Pharmaceuticals'],11.67%,635.19%,USA,43dbf9b92cac4c8ba44a9ade8ab352fc,$13.27 M,Evoke Pharma,7085,$3.97
"['Software', 'Tech', 'Healthcare']",-6.18%,-17.67%,Israel,5b8161a490df4e60b4a3877a13bd78cb,$3.56 M,G Medical Innovations,7200,$3.56
['Food'],12.74%,,USA,3429990a7552447ab4298d7a321691a2,$3.58 M,Edible Garden,7199,$0.35
['Sports goods'],-7.14%,-85.23%,USA,ef8f2c6b04ec4b158129ab975b785527,$3.63 M,Connexa Sports Technologies,7198,$0.26
"['Entertainment', 'Media/Press', 'Tech', 'Internet']",6.17%,-4.44%,USA,ec71f180aae642da9017df5c142406f7,$3.74 M,Grom Social Enterprises,7197,$1.72
"['Pharmaceuticals', 'Biotech']",3.36%,-67.72%,USA,97a7f5ba55f848b68282ba58e0cb4217,$3.82 M,Sonoma Pharmaceuticals,7196,$1.23
['Biotech'],-3.30%,-92.74%,USA,17f6c75aae1f4738859e4c8740008b6a,$3.93 M,Nuwellis,7195,$7.33
"['Pharmaceuticals', 'Biotech']",-3.09%,-96.14%,USA,6fe45ed1350f4b458c34c4aca7354602,$3.97 M,Contrafect,7194,$0.09100
"['Beverages', 'Alcoholic beverages']",0.20%,-79.44%,USA,824ee2f546db449681da15b2f68fa9e6,$4.01 M,Eastside Distilling,7193,$0.26
['Pharmaceuticals'],-1.75%,-96.25%,USA,43961c67ef0046bf98efdcc7386b1cb9,$4.07 M,Ampio Pharmaceuticals,7192,$0.27
"['E-Commerce', 'Professional services']",1.21%,-89.61%,USA,d77114410e1d43a79260006f67a979c5,$4.12 M,Kaspien,7191,$0.83
"['Diagnostics and Testing', 'Biotech']",3.27%,17.09%,USA,3d2d75ad21e84bd5b43f51cd501adeca,$4.2 M,Htg Molecular Diagnostics,7190,$4.11
"['Software', 'Tech']",-14.55%,-78.46%,USA,34a68f98e59247e487d7d7be1572a6f6,$4.3 M,Cemtrex,7189,$0.16
['Medical equipment'],1.89%,-70.49%,USA,f4732d424e0b498e907773355ff41e77,$4.33 M,Allied Healthcare Products,7188,$1.08
"['Video games', 'Toys']",5.29%,30.86%,China,13e378524b1547c7aa248fcbea008e6a,$4.34 M,Blue Hat,7187,$0.46
"['Biotech', 'Pharmaceuticals']",1.88%,-98.58%,USA,0a9cbe74850a4fa395b24b23c54f0183,$4.34 M,Ensysce Biosciences,7186,$0.68
"['Pharmaceuticals', 'Biotech']",2.22%,-50.18%,USA,3402b82269a548e4954f8a94de51df11,$4.34 M,Janone,7185,$1.38
"['Internet', 'E-Commerce', 'Tech']",0.00%,,USA,ce0338ce64a442d28b8d3bd462f92d3c,N/A,Ozon,7249,N/A
,0.00%,-100.00%,Russia,3248dadc31224602b6125c729b5a9fda,N/A,Rosseti,7249,N/A
"['Pharmaceuticals', 'Biotech']",0.00%,,USA,5ab4beaf6d184044b936ad4ff83f64a5,N/A,Intensity Therapeutics,7249,N/A
['Telecommunication'],-0.15%,-10.22%,Russia,ab62cae2c6ac4421b97bce9397688c2f,N/A,Mobile Telesystems,7249,$3.25
,-1.01%,-10.22%,Russia,305c226713a44c3ab5dfc71c5436eda7,N/A,Magnit,7249,$59.59
,-0.14%,-8.37%,Japan,46250ac46416409489aca038676fcf45,$0 M,Hitachi Metals,7232,$16.85
['Insurance'],0.00%,-99.98%,USA,5ddb5aa2ce7c42bf96bb82a862a86d32,$0 M,Fednat Holding Company,7231,$0.0002000
"['Pharmaceuticals', 'Biotech']",-85.71%,-99.99%,USA,93aa7edc9e7a4854a26d2e404ee29fea,$0 M,Genocea Biosciences,7230,$0.0001000
"['Software', 'Tech']",0.00%,-100.00%,USA,f68fd0bdef84412495f183509333d31f,$0.01 M,Pareteum Corporation,7229,N/A
,0.00%,,USA,0e23cbc29268451383e1344e6678d7dd,$0.04 M,Newage,7228,$0.0003000
"['Pharmaceuticals', 'Biotech']",7.14%,-99.62%,USA,cb0aa9bbd20a447dbb1a88d2146531db,$0.18 M,Allena Pharmaceuticals,7227,$0.001500
,0.00%,,USA,82dfb1502521444987d9d01e43a24ad7,$0.21 M,Trulite,7226,$0.0001000
['Pharmaceuticals'],-3.77%,-70.00%,USA,87c2694e64d74d2f8cd5009d64cff05f,$0.27 M,Oragenics,7225,$0.14
"['Retail', 'Supermarket Chains']",0.00%,-73.75%,USA,4c08de8df94343128fe073f378544a40,$1.01 M,Ifresh,7224,$0.01050
['Consumer goods'],0.00%,-61.00%,USA,1a9f017fb7f843a3be562ea3be11b748,$1.19 M,Youngevity International,7223,$0.03510
"['Lidar', 'Tech', 'Tech Hardware']",0.00%,-99.26%,USA,93dbb0b37d3346bb8df8f2e94395221b,$1.19 M,Quanergy Systems,7222,$0.07400
"['Video games', 'Entertainment']",-16.67%,0.00%,Canada,8c2a713a70794e4489e7fdd39be65069,$1.2 M,Kuuhubb,7221,$0.02000
"['Biotech', 'Diagnostics and Testing']",0.00%,-80.21%,Switzerland,a5019b2ed94d4961ad86b8ab87c6d4d6,$1.34 M,Quotient,7220,$0.38
"['Robotics', 'Tech', 'IT security']",-2.50%,,Australia,30a41c7c5e194b6e908ee56fce4a9f2a,$1.52 M,Mobilicom,7219,$1.17
"['Video games', 'Entertainment']",0.00%,-23.33%,USA,39108a5d8b2d400cb351a8140b941012,$1.72 M,Freeze Tag,7218,$0.02300
['Pharmaceuticals'],4.59%,"1,495.00%",USA,5d479fe386b14913b456bf0197d3a8d0,$1.77 M,Baudax Bio,7217,$3.19
"['Beverages', 'Alcoholic beverages', 'Retail', 'E-Commerce', 'Tech', 'Internet']",0.00%,-97.71%,USA,04b095b6617442e6af9976b5a3e45e90,$1.86 M,Winc,7216,$0.14
"['Video games', 'Entertainment']",0.00%,-66.67%,Canada,201b3a7685324a13929d1545143832e9,$1.87 M,Playground Ventures,7215,$0.03000
['Medical devices'],-2.79%,-92.35%,USA,a56926d84cab451ca563fc7faffad3c6,$2.07 M,Sientra,7214,$0.21
['Gloves & PPE'],0.00%,-100.00%,Malaysia,dc512f1d5bd44236a1c47357302a9513,$2.19 M,Vip Gloves,7213,N/A
"['Video games', 'Entertainment']",0.00%,-95.16%,USA,a14c72d6924d4c998fd6909f7dd4df03,$2.23 M,Tapinator,7212,$0.81
"['Pharmaceuticals', 'Biotech']",10.05%,-94.91%,USA,854bac70cba747d68da3bb83f6316431,$2.23 M,Calithera Biosciences,7211,$0.46
"['Video games', 'Entertainment']",0.00%,-52.18%,Poland,61620acafd114b05adcee6df39aa2d08,$2.34 M,T-bull,7210,$1.97
['Healthcare'],0.00%,-78.42%,USA,c2691e9d4f294634bc8eede2a6717801,$2.36 M,Viveve Medical,7209,$0.22
"['Video games', 'Entertainment']",0.00%,-10.00%,USA,928319c9ae1841949fc067555b2a6b5d,$2.83 M,Ientertainment Network,7208,$0.03600
"['Video games', 'Tech']",10.68%,-66.90%,Canada,f56c8a57ee414d4286317cdafc130b8b,$2.85 M,Versus Systems,7207,$0.69
"['Video games', 'Entertainment']",-8.82%,-21.43%,Poland,76aae0d8e5594e26a5939e1c8b43305f,$3.17 M,Punkpirates,7206,$0.11
['Education'],0.00%,-92.92%,USA,71e7d4f791844e3ab7a032ffa1adf800,$3.17 M,Zovio,7205,$0.09280
"['Consumer goods', 'Electronics']",0.23%,,Canada,91b48bd63cb143c7919a9b96888b3662,$3.26 M,Bruush Oral Care (brüush),7204,$0.40
"['Financial services', 'Tech']",-7.71%,-71.58%,China,217611a679ad4617bee9f83459ca915e,$3.42 M,Pintec Technology,7203,$0.40
['Pharmaceuticals'],0.00%,-96.72%,USA,e57e0c5477f84e1f8e9aad1e8d7757af,$3.49 M,Phasebio Pharmaceuticals,7202,$0.07010
"['Investment', 'Financial services']",0.00%,-85.71%,South Africa,dd46b94ed04443769ea06decf1898ddf,$3.52 M,Afristrat Investment,7201,$0.01000
"['Video games', 'Entertainment']",-1.55%,-1.55%,USA,33d24288ced0401590040abdb1b3c0be,$4.45 M,Motorsport Gaming,7184,$3.82
"['Software', 'Tech']",-3.71%,-78.72%,USA,5b96ed53311449569e00859c4e429220,$4.58 M,Oblong,7183,$2.23
"['Video games', 'Entertainment']",0.00%,-58.33%,Poland,42ebcfcd734c4d1cba78e9a8dadf3e61,$4.6 M,Manydev Studio,7182,$0.20
"['Pharmaceuticals', 'Biotech']",1.31%,236.96%,Ireland,ac37ee5545c943a0be6205b0fa6865cf,$4.74 M,Nabriva Therapeutics,7181,$1.55
['Medical devices'],-4.15%,"1,787.76%",USA,7782800ddcf848cea7324a2866befb69,$4.8 M,Sintx Technologies,7180,$9.25
"['Software', 'Tech']",0.65%,244.44%,USA,ddfa8de9a5894da28139dbc721a3b70e,$5.02 M,Inpixon,7179,$1.55
"['Biotech', 'Pharmaceuticals']",3.79%,-86.87%,USA,138b751a50f24cf09c711c660dbec2e2,$5.08 M,Hillstream Biopharma,7178,$0.44
"['Pharmaceuticals', 'Biotech']",9.62%,"2,092.31%",USA,b5b2e2295759407187dac818fea302f7,$5.17 M,Advaxis,7177,$2.85
,-2.48%,-81.42%,Israel,2f68a48ad864499bb594e89517bf48c3,$5.18 M,Biondvax,7176,$2.75
"['Pharmaceuticals', 'Biotech']",-7.37%,-57.25%,Israel,f2fd98c22de0482f8fe9437af2bd23e6,$5.31 M,Painreform,7175,$0.50
"['Energy', 'Oil&Gas', 'Oil & Gas Equipment & Services']",0.00%,-72.22%,Canada,ef6124dac78a44ff8f62cd503a9c8b1d,$5.35 M,Wolverine Energy And Infrastructure,7174,$0.05000
"['Video games', 'Entertainment']",2.78%,-70.00%,Australia,9c8c2554568b450c9f7a0d528971c1e8,$5.4 M,Mighty Kingdom,7173,$0.03000
['Biotech'],-2.56%,43.63%,USA,f62d20d5d453400f84c7a6fd7527b07a,$5.42 M,Polarityte,7172,$0.75
['Media/Press'],0.61%,-65.77%,Canada,4b5a9b55565c4a55a882a4dc170d987d,$5.42 M,Liquid Media Group,7171,$0.28
"['Pharmaceuticals', 'Biotech']",1.32%,75.50%,USA,a30ae31e8eee409ca128ce2d27b7771b,$5.48 M,Petros Pharmaceuticals,7170,$2.65
"['Automakers', 'Electric Vehicles']",-1.32%,-64.84%,USA,5a5bc8b53ed94f149a49bfb137b21dd3,$5.73 M,Arcimoto,7169,$2.24
"['Video games', 'Entertainment']",2.24%,-73.33%,Sweden,c0fa0b47704e4202b16c8c8d76e7662e,$6.1 M,Ll Lucky Games,7168,$0.08000
"['Financial services', 'Software', 'Tech']",3.65%,-78.71%,USA,285083b2f9334c28bdf648568db983a0,$6.15 M,Blackboxstocks,7167,$0.47
['Cannabis'],-9.15%,-4.14%,USA,40b1b2f92e134b8787832fb5004b8b3d,$6.15 M,Akerna,7166,$1.39
['Medical devices'],-3.23%,-95.93%,USA,b63a06358bbb415ca7b2f358c031d996,$6.18 M,Minerva Surgical,7165,$0.21
['Beverages'],35.59%,-20.00%,USA,4141b6640c904834b96cc85341828ed8,$6.26 M,Greene Concepts,7164,$0.008000
"['Gambling', 'Entertainment', 'Esports']",12.50%,-96.84%,,6a148cb6a04d41d48aa672c7a7f219c2,$6.31 M,Esports Entertainment,7163,$0.08100
['Telecommunication'],-13.14%,-99.61%,USA,0dbea470aab14368bc8bc661d1a1cb03,$6.51 M,Starry Group,7162,$0.03900
,2.86%,-90.63%,USA,bf57c4126d584e59874dc5779d58a5dd,$6.53 M,Benitec Biopharma,7161,$0.23
['LED Lighting Manufacturers'],0.73%,-59.85%,USA,8e0805b635ec49a69fd324b92583a327,$6.57 M,Energy Focus,7160,$0.69
['Cannabis'],3.59%,-41.42%,USA,30a2f72a0d554867a88a711c0f0922c9,$6.66 M,Greenlane,7159,$0.42
"['Video games', 'Entertainment']",0.00%,-92.40%,USA,1e8d2aa6fd7948c28fa9482e90ac8986,$6.69 M,Gaming Technologies (gametech),7158,$0.20
"['Biotech', 'Pharmaceuticals']",4.44%,-80.67%,,2ed7c9660c4843cdbcb52b26e5a23f0f,$6.71 M,Altamira Therapeutics,7157,$5.18
['Diagnostics and Testing'],-0.27%,,USA,de474b788ffe40a3879f7922557bbb43,$6.72 M,Heart Test Laboratories,7156,$0.80
['Cannabis'],-0.02%,48.69%,Canada,97e3d1c9a84b48598413b698b7a15cec,$6.79 M,Neptune Wellness Solutions,7155,$0.58
"['Pharmaceuticals', 'Tech']",-8.33%,-98.64%,USA,e333b5757c974a3a8092d66911cc6eaf,$6.96 M,Tricida,7154,$0.12
"['Software', 'Tech']",-0.67%,-63.29%,USA,a79eeb3fcdb94657a40ae210a67445e5,$6.96 M,Bio-key International,7153,$0.76
"['Medical Care Facilities', 'Healthcare']",5.00%,,Canada,b3cbb42a815c44da87b4e4c858b14baf,$7.04 M,Field Trip Health,7152,$0.08000
"['E-Commerce', 'Internet', 'Tech', 'Clothing']",3.63%,-87.80%,USA,02d9b050654e4f888d41e41471968dca,$7.09 M,Kidpik,7151,$0.92
"['Pharmaceuticals', 'Biotech']",-4.68%,-38.49%,USA,d5fe5de63f51445592945702ce3f37c4,$7.23 M,Phio Pharmaceuticals,7150,$0.53
['Medical devices'],-2.62%,216.04%,USA,11aea76d04dc4a94960f5f76c5ece21a,$7.24 M,Ra Medical Systems,7149,$3.35
"['Pharmaceuticals', 'Biotech']",-4.92%,-85.74%,USA,7bba6496e6be4173bc306adc7f90925d,$7.26 M,Evofem Biosciences,7148,$0.05990
['Cannabis'],29.58%,,UK,4d00fa85ce0e47aabe15a751b90bf328,$7.27 M,Akanda,7147,$0.21
"['Video games', 'Entertainment']",1.97%,-52.25%,Sweden,4b478df8ec85407f827234a2e478e9a9,$7.28 M,Sozap,7146,$0.85
"['Pharmaceuticals', 'Biotech']",0.00%,59.09%,USA,c3e2d1ac50c04819a9a363a7e5639115,$7.37 M,Ibio,7145,$0.70
"['Video games', 'Entertainment']",14.83%,-66.67%,Hong Kong,7524abbd8e5d4201b3687e6ad6ca2c84,$7.37 M,Gameone,7144,$0.03000
"['Diagnostics and Testing', 'Biotech']",-1.29%,164.37%,USA,d0bb68ee3e694f8988b93163ece1d282,$7.4 M,Opgen,7143,$2.30
"['Pharmaceuticals', 'Biotech']",-0.65%,-90.67%,USA,74f55814d0af47a9820d025fa91b9b97,$7.46 M,Quoin Pharmaceuticals,7142,$1.54
['Medical devices'],6.27%,-69.61%,USA,6c0e35f123294183881cd798cd105dd8,$7.5 M,Tivic Health Systems,7141,$0.78
"['Video games', 'Entertainment']",-1.34%,-34.93%,Poland,5914afeb9f3b4099886c257457fb5083,$7.67 M,Gaming Factory,7140,$1.36
"['Video games', 'Entertainment']",5.05%,-22.58%,Poland,0f6a91eec7b84b27af717d4b030c105d,$7.73 M,Vivid Games,7139,$0.24
"['Financial services', 'Tech']",-4.35%,-88.00%,USA,ee7befc9aa1d4dd69a33c4a00f0629d1,$7.74 M,Netcapital,7138,$1.32
"['Renewable energy', 'Electricity', 'Energy']",0.00%,-85.83%,UK,a14146c18d4242d6b0d59fefa76276ab,$8.04 M,Vivopower,7137,$0.34
"['Pharmaceuticals', 'Biotech']",-1.92%,-64.45%,USA,a01ed87f5984419f804f985ecd1f38a2,$8.08 M,Hoth Therapeutics,7136,$5.61
"['Video games', 'Entertainment']",0.00%,-50.00%,China,fb2847511ca5466b90b2cc889cb1f9b0,$8.1 M,Linekong Interactive,7135,$0.02000
"['Staffing & Employment Services', 'Professional services']",-2.73%,296.30%,USA,dbca7667a7af498fa07311b82484fb1a,$8.13 M,Staffing 360 Solutions,7134,$3.21
['Tech'],-0.65%,,Israel,114d9a06cc8f41caad20ae96766ac192,$8.44 M,Saverone 2014,7133,$1.52
['Medical Care Facilities'],9.62%,,Canada,a977ac97d73c433eb897a7e13db8a5bc,$8.47 M,Skylight Health Group,7132,$0.21
['Beverages'],-12.41%,392.55%,USA,4055d8c5ccc044eaac28b243a8941316,$8.49 M,Nuzee,7131,$12.56
['Biotech'],4.83%,-63.06%,USA,e63bb42e727045c0bd870b46e4272202,$8.55 M,Arcadia Biosciences,7130,$0.35
"['Networking hardware', 'Telecommunications equipment']",0.62%,,USA,abdda84e570c4e3ebf72548074b23d47,$8.71 M,Actelis Networks,7129,$0.50
"['Mining', 'Gold mining', 'Silver Mining']",0.00%,-13.64%,Canada,f6cbc2705f9e4c2d800941410a4c6350,$8.8 M,Great Panther Mining,7128,$0.19
"['Bitcoin', 'Tech']",7.62%,,USA,0d63adfb8a8446f5aea48eec1e7787fb,$8.86 M,Cryptyde,7127,$0.28
"['Video games', 'Entertainment']",0.20%,-47.25%,Sweden,412406efc89944ce843113ed93c60015,$8.88 M,Qiiwi Games,7126,$0.96
['Medical devices'],-0.83%,328.57%,USA,1a2f82eca2ba4427b7019f9840206724,$8.92 M,Avinger,7125,$1.20
"['Robotics', 'Tech']",-1.79%,-85.27%,Singapore,ef0c0191641740c1b9084d2f3ae58e89,$9.05 M,Guardforce Ai,7124,$0.16
"['Software', 'Tech']",1.36%,-81.40%,USA,487febc5e5954624b2268c520a0e250a,$9.09 M,Exela Technologies,7123,$0.07440
['Pharmaceuticals'],-4.33%,-85.47%,USA,40381d10fbc949e2ad5f95fa139cd939,$9.12 M,Adial Pharmaceuticals,7122,$0.34
"['Uranium', 'Energy', 'Mining']",2.22%,-25.00%,Australia,f817a1ef026c4066ba6884608a00ce15,$9.34 M,Sabre Resources,7121,$0.03000
['Medical devices'],4.17%,-37.50%,USA,2e3cd1dac2a14d5e9319ddab185c9ff7,$9.57 M,Wearable Health Solutions,7120,$0.006250
['Biotech'],-2.45%,,UK,fead45730a1340de9af50fa4f7f01cd7,$9.64 M,Virax Biolabs,7119,$0.75
"['Investment', 'Internet', 'Tech']",2.43%,,USA,88f63efc54bf4134b73f6f1ecd671b64,$9.7 M,Onfolio Holdings,7118,$1.90
