"Ticker symbol","Security","SEC filings","GICS Sector","Address of Headquarters","CIK"
"CRM","Salesforce.com","reports","Information Technology","San Francisco, California","0001108524"
"SCG","SCANA Corp","reports","Utilities","Cayce, South Carolina","0000754737"
"SLB","Schlumberger Ltd.","reports","Energy","Curaçao, Kingdom of the Netherlands","0000087347"
"SNI","Scripps Networks Interactive Inc.","reports","Consumer Discretionary","Cincinnati, Ohio","0001430602"
"STX","Seagate Technology","reports","Information Technology","Dublin, Ireland","0001137789"
"SEE","Sealed Air","reports","Materials","Elmwood Park, New Jersey","0001012100"
"SRE","Sempra Energy","reports","Utilities","San Diego, California","0001032208"
"SHW","Sherwin-Williams","reports","Materials","Cleveland, Ohio","0000089800"
"SIG","Signet Jewelers","reports","Consumer Discretionary","Hamilton, Bermuda","0000832988"
"SPG","Simon Property Group Inc","reports","Financials","Indianapolis, Indiana","0001063761"
"SWKS","Skyworks Solutions","reports","Information Technology","Woburn, Massachusetts","0000004127"
"SLG","SL Green Realty","reports","Financials","New York, New York","0001040971"
"SJM","Smucker (J.M.)","reports","Consumer Staples","Orrville, Ohio","0000091419"
"SNA","Snap-On Inc.","reports","Consumer Discretionary","Kenosha, Wisconsin","0000091440"
"SO","Southern Co.","reports","Utilities","Atlanta, Georgia","0000092122"
"LUV","Southwest Airlines","reports","Industrials","Dallas, Texas","0000092380"
"SWN","Southwestern Energy","reports","Energy","Houston, Texas","0000007332"
"SE","Spectra Energy Corp.","reports","Energy","Houston, Texas","0001373835"
"SPGI","S&P Global, Inc.","reports","Financials","New York, New York","0000064040"
"STJ","St Jude Medical","reports","Health Care","Little Canada, Minnesota","0000203077"
"SWK","Stanley Black & Decker","reports","Consumer Discretionary","New Britain, Connecticut","0000093556"
"SPLS","Staples Inc.","reports","Consumer Discretionary","Framingham, Massachusetts","0000791519"
"SBUX","Starbucks Corp.","reports","Consumer Discretionary","Seattle, Washington","0000829224"
"STT","State Street Corp.","reports","Financials","Boston, Massachusetts","0000093751"
"SRCL","Stericycle Inc","reports","Industrials","Lake Forest, Illinois","0000861878"
"SYK","Stryker Corp.","reports","Health Care","Kalamazoo, Michigan","0000310764"
"STI","SunTrust Banks","reports","Financials","Atlanta, Georgia","0000750556"
"SYMC","Symantec Corp.","reports","Information Technology","Mountain View, California","0000849399"
"SYF","Synchrony Financial","reports","Financials","Stamford, Connecticut","0001601712"
"SYY","Sysco Corp.","reports","Consumer Staples","Houston, Texas","0000096021"
"TROW","T. Rowe Price Group","reports","Financials","Baltimore, Maryland","0001113169"
"TGT","Target Corp.","reports","Consumer Discretionary","Minneapolis, Minnesota","0000027419"
"TEL","TE Connectivity Ltd.","reports","Information Technology","Schaffhausen, Switzerland","0001385157"
"TGNA","Tegna","reports","Consumer Discretionary","McLean, Virginia","0000039899"
"TDC","Teradata Corp.","reports","Information Technology","Miamisburg, Ohio","0000816761"
"TSO","Tesoro Petroleum Co.","reports","Energy","San Antonio, Texas","0000050104"
"TXN","Texas Instruments","reports","Information Technology","Dallas, Texas","0000097476"
"TXT","Textron Inc.","reports","Industrials","Providence, Rhode Island","0000217346"
"COO","The Cooper Companies","reports","Health Care","Pleasanton, California","0000711404"
"HSY","The Hershey Company","reports","Consumer Staples","Hershey, Pennsylvania","0000047111"
"TRV","The Travelers Companies Inc.","reports","Financials","New York, New York","0000086312"
"TMO","Thermo Fisher Scientific","reports","Health Care","Waltham, Massachusetts","0000097745"
"TIF","Tiffany & Co.","reports","Consumer Discretionary","New York, New York","0000098246"
"TWX","Time Warner Inc.","reports","Consumer Discretionary","New York, New York","0001105705"
"TJX","TJX Companies Inc.","reports","Consumer Discretionary","Framingham, Massachusetts","0000109198"
"TMK","Torchmark Corp.","reports","Financials","McKinney, Texas","0000320335"
"TSS","Total System Services","reports","Information Technology","Columbus, Georgia","0000721683"
"TSCO","Tractor Supply Company","reports","Consumer Discretionary","Brentwood, Tennessee","0000916365"
"TDG","TransDigm Group","reports","Industrials","Cleveland, Ohio","0001260221"
"RIG","Transocean","reports","Energy","Vernier, Switzerland","0001451505"
"TRIP","TripAdvisor","reports","Consumer Discretionary","Newton, Massachusetts","0001526520"
"FOXA","Twenty-First Century Fox Class A","reports","Consumer Discretionary","New York, New York","0001308161"
"FOX","Twenty-First Century Fox Class B","reports","Consumer Discretionary","New York, New York","0001308161"
"TSN","Tyson Foods","reports","Consumer Staples","Springdale, Arkansas","0000100493"
"UDR","UDR Inc","reports","Financials","Highlands Ranch, Colorado","0000074208"
"ULTA","Ulta Salon Cosmetics & Fragrance Inc","reports","Consumer Discretionary","Bolingbrook, Illinois","0001403568"
"USB","U.S. Bancorp","reports","Financials","Minneapolis, Minnesota","0000036104"
"UA","Under Armour","reports","Consumer Discretionary","Baltimore, Maryland","0001336917"
"UA.C","Under Armour","reports","Consumer Discretionary","Baltimore, Maryland","0001336917"
"UNP","Union Pacific","reports","Industrials","Omaha, Nebraska","0000100885"
"UAL","United Continental Holdings","reports","Industrials","Chicago, Illinois","0000100517"
"UNH","United Health Group Inc.","reports","Health Care","Minnetonka, Minnesota","0000731766"
"UPS","United Parcel Service","reports","Industrials","Atlanta, Georgia","0001090727"
"URI","United Rentals, Inc.","reports","Industrials","Stamford, Connecticut","0001067701"
"UTX","United Technologies","reports","Industrials","Hartford, Connecticut","0000101829"
"UHS","Universal Health Services, Inc.","reports","Health Care","King of Prussia, Pennsylvania","0000352915"
"UNM","Unum Group","reports","Financials","Chattanooga, Tennessee","0000005513"
"URBN","Urban Outfitters","reports","Consumer Discretionary","Philadelphia, Pennsylvania","0000912615"
"VFC","V.F. Corp.","reports","Consumer Discretionary","Greensboro, North Carolina","0000103379"
"VLO","Valero Energy","reports","Energy","San Antonio, Texas","0001035002"
"VAR","Varian Medical Systems","reports","Health Care","Palo Alto, California","0000203527"
"VTR","Ventas Inc","reports","Financials","Chicago, Illinois","0000740260"
"VRSN","Verisign Inc.","reports","Information Technology","Dulles, Virginia","0001014473"
"VRSK","Verisk Analytics","reports","Industrials","Jersey City, New Jersey","0001442145"
"VZ","Verizon Communications","reports","Telecommunications Services","New York, New York","0000732712"
"VRTX","Vertex Pharmaceuticals Inc","reports","Health Care","Cambridge, Massachusetts","0000875320"
"VIAB","Viacom Inc.","reports","Consumer Discretionary","New York, New York","0001339947"
"V","Visa Inc.","reports","Information Technology","San Francisco, California","0001403161"
"VNO","Vornado Realty Trust","reports","Financials","New York, New York","0000899689"
"VMC","Vulcan Materials","reports","Materials","Birmingham, Alabama","0001396009"
"WMT","Wal-Mart Stores","reports","Consumer Staples","Bentonville, Arkansas","0000104169"
"WBA","Walgreens Boots Alliance","reports","Consumer Staples","Deerfield, Illinois","0001618921"
"DIS","The Walt Disney Company","reports","Consumer Discretionary","Burbank, California","0001001039"
"WM","Waste Management Inc.","reports","Industrials","Houston, Texas","0000823768"
"WAT","Waters Corporation","reports","Health Care","Milford, Massachusetts","0001000697"
"WFC","Wells Fargo","reports","Financials","San Francisco, California","0000072971"
"HCN","Welltower Inc.","reports","Financials","Toledo, Ohio","0000766704"
"WDC","Western Digital","reports","Information Technology","Irvine, California","0000106040"
"WU","Western Union Co","reports","Information Technology","Englewood, Colorado","0001365135"
"WRK","Westrock Co","reports","Materials","Richmond, Virginia","0001636023"
"WY","Weyerhaeuser Corp.","reports","Financials","Federal Way, Washington","0000106535"
"WHR","Whirlpool Corp.","reports","Consumer Discretionary","Benton Harbor, Michigan","0000106640"
"WFM","Whole Foods Market","reports","Consumer Staples","Austin, Texas","0000865436"
"WMB","Williams Cos.","reports","Energy","Tulsa, Oklahoma","0000107263"
"WLTW","Willis Towers Watson","reports","Financials","London, United Kingdom","0001140536"
"WEC","Wisconsin Energy Corporation","reports","Utilities","Milwaukee, Wisconsin","0000783325"
"WYN","Wyndham Worldwide","reports","Consumer Discretionary","Parsippany, New Jersey","0001361658"
"WYNN","Wynn Resorts Ltd","reports","Consumer Discretionary","Las Vegas, Nevada","0001174922"
"XEL","Xcel Energy Inc","reports","Utilities","Minneapolis, Minnesota","0000072903"
"XRX","Xerox Corp.","reports","Information Technology","Norwalk, Connecticut","0000108772"
"XLNX","Xilinx Inc","reports","Information Technology","San Jose, California","0000743988"
"XL","XL Capital","reports","Financials","Hamilton, Bermuda","0000875159"
"XYL","Xylem Inc.","reports","Industrials","White Plains, New York","0001524472"
"YHOO","Yahoo Inc.","reports","Information Technology","Sunnyvale, California","0001011006"
"YUM","Yum! Brands Inc","reports","Consumer Discretionary","Louisville, Kentucky","0001041061"
"ZBH","Zimmer Biomet Holdings","reports","Health Care","Warsaw, Indiana","0001136869"
"ZION","Zions Bancorp","reports","Financials","Salt Lake City, Utah","0000109380"
"ZTS","Zoetis","reports","Health Care","Florham Park, New Jersey","0001555280"
